filename,date,open,close,high,low,volume,Empfehlung
agieth,2019-08-29,1.774E-4,1.774E-4,1.774E-4,1.774E-4,285.58373315,H3
agiusd,2019-08-29,0.028287,0.028287,0.028287,0.028287,499.0,H0
abseth,2019-08-29,7.098E-5,7.098E-5,7.098E-5,7.098E-5,873.7932463999999,H3
absusd,2019-08-29,0.01172,0.011288,0.01172,0.011288,1996.0,H3
agibtc,2019-08-29,3.07E-6,3.07E-6,3.07E-6,3.07E-6,499.0,V3
aidusd,2019-08-29,0.009095,0.0090808,0.009095,0.0090808,5077.672479999999,H3
aiobtc,2019-08-29,5.453E-6,5.453E-6,5.453E-6,5.453E-6,1756.0,H0
aidbtc,2019-08-29,8.4E-7,8.4E-7,8.4E-7,8.4E-7,2877.814402,H3
aideth,2019-08-29,4.8200000000000006E-5,4.8200000000000006E-5,4.8200000000000006E-5,4.8200000000000006E-5,6924.70566776,H0
aioeth,2019-08-29,4.1851E-4,4.1851E-4,4.1851E-4,4.1851E-4,120.48192771,H3
aiousd,2019-08-29,0.069483,0.069393,0.069483,0.069393,49.9,H3
algbtc,2019-08-29,4.2E-5,4.2E-5,4.2E-5,4.2E-5,684.14787,H0
algusd,2019-08-29,0.40901,0.40901,0.40901,0.409,66.0,H3
algust,2019-08-29,0.40653,0.40653,0.40653,0.40653,8.0,H3
ampbtc,2019-08-29,5.401E-5,5.4000000000000005E-5,5.401E-5,5.4000000000000005E-5,429.31304071,H3
ampusd,2019-08-29,0.5116,0.5116,0.5116,0.5116,21.18144387,V3
ampust,2019-08-29,0.51121,0.5113,0.5113,0.51121,24.38309155,V3
antbtc,2019-08-29,5.953E-5,5.953E-5,5.953E-5,5.953E-5,182.0,H0
anteth,2019-08-29,0.003121,0.003121,0.003121,0.003121,29.27,H3
antusd,2019-08-29,0.58562,0.58562,0.58562,0.58562,24.95,H3
asteth,2019-08-29,1.587E-4,1.587E-4,1.587E-4,1.587E-4,729.2,H3
astusd,2019-08-29,0.02789,0.02789,0.02789,0.02789,2185.0,H3
atmbtc,2019-08-29,4.964E-8,4.964E-8,4.964E-8,4.964E-8,13220.0,H3
atmeth,2019-08-29,1.737E-6,1.707E-6,1.737E-6,1.707E-6,129900.0,H3
atmusd,2019-08-29,3.0215E-4,3.0215E-4,3.0215E-4,3.0215E-4,7388.5627540000005,H3
atobtc,2019-08-29,2.33E-4,2.33E-4,2.33E-4,2.33E-4,7.045493,H3
atoeth,2019-08-29,0.012915000000000001,0.012915000000000001,0.012915000000000001,0.012915000000000001,10.01001002,V3
atousd,2019-08-29,2.19,2.19,2.19,2.19,9.10177691,H3
aucbtc,2019-08-29,2.972E-7,2.972E-7,2.972E-7,2.972E-7,2075.0,H0
auceth,2019-08-29,1.894E-5,1.894E-5,1.894E-5,1.894E-5,938.5,H3
aucusd,2019-08-29,0.003749,0.003746,0.003749,0.003746,11040.0,H3
avtbtc,2019-08-29,1.158E-5,1.158E-5,1.158E-5,1.158E-5,142.1,H3
avteth,2019-08-29,7.0E-4,7.0E-4,7.0E-4,7.0E-4,58.46,H3
avtusd,2019-08-29,0.13,0.13,0.13,0.13,914.519384,H0
babbtc,2019-08-29,0.0294,0.0294,0.0294,0.0294,4.25370721,H0
babusd,2019-08-29,280.3,280.3,280.3,280.3,0.046,H3
babust,2019-08-29,277.65,278.29,278.29,277.65,0.85493662,H3
batbtc,2019-08-29,1.815E-5,1.815E-5,1.815E-5,1.815E-5,555.0,H3
bateth,2019-08-29,0.0010308,0.0010293,0.0010308,0.0010293,1581.79430697,K0
batusd,2019-08-29,0.17285,0.17285,0.17285,0.17285,299.18229232,H0
bbneth,2019-08-29,1.988E-6,1.988E-6,1.988E-6,1.988E-6,25450.0,H3
bbnusd,2019-08-29,3.736E-4,3.736E-4,3.736E-4,3.736E-4,26200.0,H3
bcibtc,2019-08-29,4.331E-6,5.65E-6,5.65E-6,4.331E-6,364.8,H3
bciusd,2019-08-29,0.046702999999999995,0.0532,0.0532,0.046702999999999995,261.990953,V3
bftbtc,2019-08-29,2.25E-6,2.29E-6,2.29E-6,2.25E-6,2183.406113,H3
bfteth,2019-08-29,1.2746E-4,1.2855E-4,1.2855E-4,1.2746E-4,1859.34727981,H3
bftusd,2019-08-29,0.022407,0.022407,0.022407,0.022407,1310.790596,H3
