filename,date,open,close,high,low,volume,Empfehlung
abseth,2019-08-08,8.406E-5,8.365E-5,8.406E-5,8.365E-5,250.31621006,K0
absusd,2019-08-08,0.018330000000000003,0.018381,0.018381,0.018330000000000003,250.81784575,H3
agibtc,2019-08-08,2.77E-6,2.76E-6,2.77E-6,2.76E-6,3224.95212351,H3
agieth,2019-08-08,1.665E-4,1.665E-4,1.665E-4,1.665E-4,414.3,H3
agiusd,2019-08-08,0.030298000000000002,0.030093,0.030298000000000002,0.030093,9980.0,H3
aidbtc,2019-08-08,9.618E-7,9.618E-7,9.618E-7,9.618E-7,4152.0,H3
aideth,2019-08-08,5.187E-5,5.187E-5,5.187E-5,5.187E-5,1781.0,H3
aidusd,2019-08-08,0.0137,0.0137,0.0137,0.0137,240.7,H0
aiobtc,2019-08-08,6.73E-6,6.71E-6,6.73E-6,6.71E-6,748.53,H3
aioeth,2019-08-08,3.726E-4,3.726E-4,3.726E-4,3.726E-4,300.5,H3
aiousd,2019-08-08,0.081187,0.080421,0.081187,0.080421,689.36993999,V0
algbtc,2019-08-08,6.2E-5,6.2E-5,6.2E-5,6.2E-5,81.0,H3
algusd,2019-08-08,0.68,0.68,0.68,0.68,10.0,H0
algust,2019-08-08,0.72972,0.72972,0.72972,0.72972,551.20918,H3
ampusd,2019-08-08,0.8183,0.8185,0.8186,0.8183,126.51065615,H3
ampust,2019-08-08,0.8251,0.8171,0.8251,0.8123,1800.05290424,H3
antbtc,2019-08-08,6.794E-5,6.794E-5,6.794E-5,6.794E-5,0.02109621,H3
anteth,2019-08-08,0.004091,0.004072,0.004111,0.004071,28.8,K0
antusd,2019-08-08,0.6,0.6,0.6,0.6,74.37,H3
asteth,2019-08-08,1.595E-4,1.595E-4,1.595E-4,1.595E-4,355.7,H3
astusd,2019-08-08,0.03567,0.02273,0.05207,0.02273,1309.0,H0
atmbtc,2019-08-08,4.068E-8,4.068E-8,4.068E-8,4.068E-8,370400.0,H3
atmeth,2019-08-08,3.109E-6,3.109E-6,3.109E-6,3.109E-6,32770.0,H3
atmusd,2019-08-08,6.519E-4,6.519E-4,6.519E-4,6.519E-4,15420.0,H3
