filename,date,open,close,high,low,volume,Empfehlung
abseth,2019-08-22,6.915E-5,6.915E-5,6.915E-5,6.915E-5,489.18096477,H0
absusd,2019-08-22,0.01335,0.01335,0.01335,0.01335,489.18096477,H0
agibtc,2019-08-22,3.52E-6,3.52E-6,3.52E-6,3.52E-6,195.60795454,K0
agieth,2019-08-22,1.769E-4,1.769E-4,1.769E-4,1.769E-4,1291.0,K0
agiusd,2019-08-22,0.038136,0.039,0.039,0.038136,2000.0,H0
aidusd,2019-08-22,0.011890000000000001,0.011890000000000001,0.011890000000000001,0.011890000000000001,1000.0,H3
aiobtc,2019-08-22,8.713E-6,8.709E-6,8.713E-6,8.709E-6,348.7,K0
aidbtc,2019-08-22,1.42E-6,8.354E-7,1.42E-6,8.354E-7,4443.0,K0
aideth,2019-08-22,4.983E-5,4.991E-5,4.991E-5,4.983E-5,2814.0,K0
aioeth,2019-08-22,3.8321E-4,3.8282E-4,3.8321E-4,3.8282E-4,119.76000082,K0
aiousd,2019-08-22,0.070522,0.070522,0.070522,0.070522,119.76000082,K0
algbtc,2019-08-22,5.6399999999999995E-5,5.6399999999999995E-5,5.6399999999999995E-5,5.6399999999999995E-5,684.14787,K3
algusd,2019-08-22,0.57,0.57,0.57,0.57,10.0,K0
algust,2019-08-22,0.5767399999999999,0.5767399999999999,0.5767399999999999,0.5767399999999999,556.99935,K0
ampbtc,2019-08-22,6.1E-5,6.1E-5,6.1E-5,6.1E-5,117.36658200000001,K0
ampusd,2019-08-22,0.6261,0.6261,0.6261,0.6261,236.41,K0
ampust,2019-08-22,0.6263,0.6263,0.6263,0.6263,45.06391026,K0
antbtc,2019-08-22,6.709999999999999E-5,6.709999999999999E-5,6.709999999999999E-5,6.709999999999999E-5,20.75595576,K0
anteth,2019-08-22,0.003571,0.003575,0.003575,0.003571,58.53,K0
antusd,2019-08-22,0.6,0.6,0.6,0.6,22.491113000000002,H0
asteth,2019-08-22,1.488E-4,1.488E-4,1.488E-4,1.488E-4,576.0,K0
astusd,2019-08-22,0.02802,0.02802,0.02802,0.02802,661.9,K0
atmbtc,2019-08-22,4.69E-8,4.69E-8,4.69E-8,4.69E-8,129700.0,K0
atmeth,2019-08-22,1.768E-6,1.73E-6,1.768E-6,1.73E-6,143400.0,K0
atmusd,2019-08-22,3.414E-4,3.384E-4,3.414E-4,3.384E-4,275400.0,H0
atobtc,2019-08-22,2.6383E-4,2.6383E-4,2.6383E-4,2.6383E-4,44.73,K0
atoeth,2019-08-22,0.014131,0.014131,0.014131,0.014131,2.17586358,K0
atousd,2019-08-22,2.74,2.74,2.74,2.74,2.17586358,H3
aucbtc,2019-08-22,3.097E-7,3.097E-7,3.097E-7,3.097E-7,12380.0,K0
auceth,2019-08-22,2.022E-5,2.023E-5,2.023E-5,2.022E-5,10010.0,H3
aucusd,2019-08-22,0.0043121,0.0043121,0.0043121,0.0043121,788.99630745,H0
avtbtc,2019-08-22,1.07E-5,1.07E-5,1.07E-5,1.07E-5,150.0,K0
avteth,2019-08-22,7.007E-4,7.0E-4,7.007E-4,7.0E-4,1075.0,H3
avtusd,2019-08-22,0.13014,0.13,0.13014,0.13,70.0,H3
babbtc,2019-08-22,0.030893,0.030893,0.030893,0.030893,1.264713,K0
