filename,date,open,close,high,low,volume,Empfehlung
agieth,2019-08-09,1.7521E-4,1.7521E-4,1.7521E-4,1.7521E-4,463.32045999999997,H3
agiusd,2019-08-09,0.030507,0.030507,0.030507,0.030507,429.57,H3
abseth,2019-08-09,8.195E-5,8.195E-5,8.195E-5,8.195E-5,215.2,H3
absusd,2019-08-09,0.017581,0.017581,0.017581,0.017581,214.7696,H3
agibtc,2019-08-09,2.61E-6,2.61E-6,2.61E-6,2.61E-6,409.0,H3
aidbtc,2019-08-09,1.02E-6,1.02E-6,1.02E-6,1.02E-6,5658.85167463,H3
aideth,2019-08-09,5.374E-5,5.374E-5,5.374E-5,5.374E-5,2287.0,H0
aidusd,2019-08-09,0.013416999999999998,0.013416999999999998,0.013416999999999998,0.013416999999999998,360.0,H0
aiobtc,2019-08-09,5.99E-6,5.99E-6,5.99E-6,5.99E-6,249.5,H3
aioeth,2019-08-09,3.653E-4,3.653E-4,3.653E-4,3.653E-4,291.0,H3
aiousd,2019-08-09,0.078447,0.075,0.078447,0.075,2480.640856,H3
algbtc,2019-08-09,6.63E-5,6.63E-5,6.63E-5,6.63E-5,4.0,H3
algusd,2019-08-09,0.81,0.81,0.81,0.81,4.0,H0
algust,2019-08-09,0.79062,0.79079,0.79079,0.79062,564.9833500000002,H3
ampusd,2019-08-09,0.8121,0.8124,0.8124,0.8121,138.70572306,H3
ampust,2019-08-09,0.8144,0.8141,0.8146,0.8141,84.33297784,H3
antbtc,2019-08-09,6.823E-5,6.823E-5,6.823E-5,6.823E-5,2.753,H0
anteth,2019-08-09,0.004076,0.004053,0.004094,0.004053,31.08,H3
antusd,2019-08-09,0.6,0.6,0.6,0.6,77.06,H3
asteth,2019-08-09,1.569E-4,1.569E-4,1.569E-4,1.569E-4,313.1,H0
astusd,2019-08-09,0.03543,0.02049,0.05437,0.02049,1500.0,H0
atmbtc,2019-08-09,4.113E-8,4.113E-8,4.113E-8,4.113E-8,353200.0,H3
atmeth,2019-08-09,3.312E-6,3.312E-6,3.312E-6,3.312E-6,26560.0,H3
atmusd,2019-08-09,6.44E-4,6.44E-4,6.44E-4,6.44E-4,13530.0,H3
atobtc,2019-08-09,2.6199E-4,2.6199E-4,2.6199E-4,2.6199E-4,34.64,K0
atoeth,2019-08-09,0.015015,0.015015,0.015015,0.015015,2.0,H0
atousd,2019-08-09,3.1439999999999997,3.1439999999999997,3.1439999999999997,3.1439999999999997,179.43161229,H3
aucbtc,2019-08-09,5.057E-7,4.687E-7,5.057E-7,4.687E-7,21790.0,H0
auceth,2019-08-09,3.352E-5,3.352E-5,3.352E-5,3.352E-5,709.4,H0
aucusd,2019-08-09,0.005013,0.004963899999999999,0.005013,0.004963899999999999,8728.65778,H0
avtbtc,2019-08-09,1.021E-5,1.0199999999999999E-5,1.021E-5,1.0199999999999999E-5,48.0,H3
avteth,2019-08-09,5.616E-4,5.616E-4,5.616E-4,5.616E-4,229.9,H3
avtusd,2019-08-09,0.10805,0.10805,0.10805,0.10805,200.0,H3
babbtc,2019-08-09,0.02652,0.02652,0.02652,0.02652,3.39727867,H3
babusd,2019-08-09,314.94,315.14,315.14,314.94,1.19590051,H0
babust,2019-08-09,312.85,312.85,312.85,312.85,0.10501298,H0
batbtc,2019-08-09,1.675E-5,1.675E-5,1.675E-5,1.675E-5,58.47707,H3
bateth,2019-08-09,9.5088E-4,9.5088E-4,9.5088E-4,9.5088E-4,516.36301723,H3
batusd,2019-08-09,0.19922,0.19901,0.19922,0.19901,33.6496,H3
bbneth,2019-08-09,1.365E-6,1.365E-6,1.365E-6,1.365E-6,13470.0,K0
bbnusd,2019-08-09,4.4954E-4,4.4954E-4,4.4954E-4,4.4954E-4,29940.0,H3
bcibtc,2019-08-09,3.844E-6,3.844E-6,3.844E-6,3.844E-6,975.6,H3
bciusd,2019-08-09,0.05291,0.05073,0.05291,0.05073,992.9,H3
bftbtc,2019-08-09,2.02E-6,2.02E-6,2.02E-6,2.02E-6,2086.17574779,K0
bfteth,2019-08-09,1.1992E-4,1.1993E-4,1.1993E-4,1.1992E-4,6400.0,H3
bftusd,2019-08-09,0.02506,0.02505,0.02506,0.02505,428.1,H0
bntbtc,2019-08-09,4.152E-5,4.152E-5,4.152E-5,4.152E-5,80.85,H3
bnteth,2019-08-09,0.002135,0.002135,0.002156,0.002135,85.77,H3
bntusd,2019-08-09,0.453,0.4472,0.453,0.4472,27.29,H3
boxeth,2019-08-09,7.709E-5,7.709E-5,7.709E-5,7.709E-5,2060.0,H3
boxusd,2019-08-09,0.01802,0.018,0.01802,0.018,898.1,H3
bsvbtc,2019-08-09,0.011809,0.01181,0.01181,0.011809,1.88411839,H3
bsvusd,2019-08-09,140.71,140.73,140.73,140.71,5.1190000000000015,H3
btceur,2019-08-09,10514.0,10514.0,10514.0,10514.0,0.04512626,H3
btcgbp,2019-08-09,9879.5,9879.5,9879.5,9879.5,0.003,H3
btcjpy,2019-08-09,1256800.0,1256800.0,1256800.0,1256800.0,0.01599776,H3
btcusd,2019-08-09,11890.0,11891.0,11893.0,11890.0,1.6775131,H3
btcust,2019-08-09,11873.0,11872.0,11873.0,11872.0,0.6041032900000001,H3
btcxch,2019-08-09,11515.0,11515.0,11515.0,11515.0,0.00360528,H3
btgbtc,2019-08-09,0.0012374,0.0012354,0.0012374,0.0012354,35.0,H3
btgusd,2019-08-09,14.786,14.788,14.788,14.786,16.0,H3
bttbtc,2019-08-09,6.0E-8,6.0E-8,6.0E-8,6.0E-8,51140.14103,H0
bttusd,2019-08-09,6.7105E-4,6.701000000000001E-4,6.7105E-4,6.701000000000001E-4,198391.7046,H3
cbtbtc,2019-08-09,5.977E-6,5.871E-6,5.977E-6,5.871E-6,35770.0,H3
cbteth,2019-08-09,2.63E-4,2.63E-4,2.63E-4,2.63E-4,188.0,H3
cbtusd,2019-08-09,0.08487,0.08487,0.08487,0.08487,746.3,H3
clobtc,2019-08-09,1.9E-7,2.0E-7,2.0E-7,1.9E-7,17776.04793546,H0
clousd,2019-08-09,0.002,0.002,0.002,0.002,2499.681153,H3
cndbtc,2019-08-09,6.5E-7,6.5E-7,6.5E-7,6.5E-7,94104.9796,H3
cndeth,2019-08-09,5.216E-5,3.984E-5,5.216E-5,3.984E-5,2725.0,H0
cndusd,2019-08-09,0.009461,0.009186,0.009461,0.009186,1688.0,K0
cnneth,2019-08-09,6.7E-7,6.7E-7,6.7E-7,6.7E-7,50434.11467164,H0
cnnusd,2019-08-09,1.5E-4,1.45E-4,1.5E-4,1.45E-4,50000.0,H0
csxeth,2019-08-09,2.37E-4,2.37E-4,2.37E-4,2.37E-4,105.2,H3
csxusd,2019-08-09,0.06562,0.06562,0.06562,0.06562,121.6,H3
ctxbtc,2019-08-09,1.002E-5,1.001E-5,1.003E-5,1.001E-5,3022.0,H0
ctxeth,2019-08-09,6.143E-4,6.143E-4,6.143E-4,6.143E-4,75.19,H3
ctxusd,2019-08-09,0.1181,0.1167,0.1181,0.1167,18.87,H3
dadbtc,2019-08-09,5.089E-6,4.99E-6,5.089E-6,4.99E-6,1176.0,H0
dadeth,2019-08-09,2.826E-4,2.826E-4,2.826E-4,2.826E-4,84.69,H3
dadusd,2019-08-09,0.06647,0.06652,0.06652,0.06647,422.1,H3
daibtc,2019-08-09,8.434E-5,8.434E-5,8.434E-5,8.434E-5,250.30730516,H3
daieth,2019-08-09,0.004776300000000001,0.004776300000000001,0.004776300000000001,0.004776300000000001,272.18,K0
daiusd,2019-08-09,1.0053,1.0053,1.0053,1.0053,180.16173084,H3
datbtc,2019-08-09,8.9E-7,8.9E-7,8.9E-7,8.9E-7,2000.0,H0
dateth,2019-08-09,5.381E-5,5.382E-5,5.382E-5,5.381E-5,255.0,H0
datusd,2019-08-09,0.01038,0.010399,0.010399,0.01038,2766.1527828000003,H3
dgbbtc,2019-08-09,9.3E-7,9.3E-7,9.3E-7,9.3E-7,1000.0,H0
dgbusd,2019-08-09,0.0098697,0.010211,0.010211,0.0098697,1000.0,K0
dgxeth,2019-08-09,0.2299,0.2299,0.2299,0.2299,0.3024983,K0
dgxusd,2019-08-09,47.743,47.743,47.743,47.743,0.48544786,H3
drneth,2019-08-09,3.847E-4,3.847E-4,3.847E-4,3.847E-4,562.9,H3
drnusd,2019-08-09,0.06583,0.06583,0.06583,0.06583,15780.0,H3
dshbtc,2019-08-09,0.0087136,0.0087136,0.0087136,0.0087136,5.610000000000001E-4,H3
dshusd,2019-08-09,103.86,103.92,103.92,103.86,8.0,H3
dtabtc,2019-08-09,8.0E-8,8.0E-8,8.0E-8,8.0E-8,13938.32978751,V0
dtaeth,2019-08-09,3.94E-6,3.94E-6,3.94E-6,3.94E-6,22490.0,K0
dtausd,2019-08-09,8.5481E-4,8.5481E-4,8.5481E-4,8.5481E-4,37440.363935500005,H0
