filename,date,open,close,high,low,volume,Empfehlung
agieth,2019-08-26,1.882E-4,1.882E-4,1.882E-4,1.882E-4,114.0,H3
agiusd,2019-08-26,0.03755,0.03755,0.03755,0.03755,163.8,H3
abseth,2019-08-26,6.959E-5,6.959E-5,6.959E-5,6.959E-5,1645.0,H3
absusd,2019-08-26,0.0133,0.01321,0.0133,0.01321,2296.0,H3
agibtc,2019-08-26,3.45E-6,3.45E-6,3.45E-6,3.45E-6,1430.71028588,K0
aidbtc,2019-08-26,9.187E-7,9.187E-7,9.187E-7,9.187E-7,955.6,H3
aideth,2019-08-26,4.953E-5,4.948E-5,4.953E-5,4.948E-5,4998.6062208,H3
aidusd,2019-08-26,0.009603,0.009603,0.009603,0.009603,1487.14577532,H0
aiobtc,2019-08-26,8.524E-6,8.434E-6,8.524E-6,8.434E-6,886.9,H0
aioeth,2019-08-26,4.6994E-4,4.6994E-4,4.6994E-4,4.6994E-4,46.90598799,H3
aiousd,2019-08-26,0.08946599999999999,0.089465,0.08946599999999999,0.089465,657.35535047,H3
algbtc,2019-08-26,5.11E-5,5.11E-5,5.11E-5,5.11E-5,691.3344900000001,H3
algusd,2019-08-26,0.563,0.563,0.563,0.563,677.3,H3
algust,2019-08-26,0.53855,0.53855,0.53855,0.53855,556.99935,H3
ampbtc,2019-08-26,5.9E-5,5.9E-5,5.9E-5,5.9E-5,5.82482293,H3
ampusd,2019-08-26,0.58521,0.5856,0.5857,0.58521,63.52898203,H3
ampust,2019-08-26,0.5886,0.589,0.5891,0.5886,131.83634979,V0
antbtc,2019-08-26,6.674E-5,6.674E-5,6.674E-5,6.674E-5,12.504780199999999,H3
anteth,2019-08-26,0.003602,0.003629,0.003629,0.003602,135.0,H0
antusd,2019-08-26,0.5932,0.5932,0.5932,0.5932,23.66,H3
asteth,2019-08-26,1.605E-4,1.569E-4,1.605E-4,1.569E-4,1082.0,H3
astusd,2019-08-26,0.02918,0.02918,0.02918,0.02918,2420.0,H0
atmbtc,2019-08-26,4.868E-8,4.868E-8,4.868E-8,4.868E-8,60980.0,H3
atmeth,2019-08-26,1.763E-6,1.73E-6,1.763E-6,1.73E-6,137000.0,H3
atmusd,2019-08-26,3.407E-4,3.38E-4,3.407E-4,3.38E-4,112043.24966589999,H0
atobtc,2019-08-26,2.5724E-4,2.5724E-4,2.5724E-4,2.5724E-4,9.646664,H0
atoeth,2019-08-26,0.013938999999999998,0.013938999999999998,0.013938999999999998,0.013938999999999998,80.0,H3
atousd,2019-08-26,2.6224,2.6224,2.6224,2.6224,11.35237,H3
aucbtc,2019-08-26,3.038E-7,3.038E-7,3.038E-7,3.038E-7,5762.0,H3
auceth,2019-08-26,1.972E-5,1.972E-5,1.972E-5,1.972E-5,3358.0,H3
aucusd,2019-08-26,0.004013,0.004013,0.004013,0.004013,733.6,H3
avtbtc,2019-08-26,1.07E-5,1.07E-5,1.07E-5,1.07E-5,1777.7595391,K0
avteth,2019-08-26,7.0E-4,7.0E-4,7.0E-4,7.0E-4,30.373376,H3
avtusd,2019-08-26,0.13089,0.13130999999999998,0.13130999999999998,0.13089,160.52387328999995,H0
babbtc,2019-08-26,0.030039,0.030039,0.030039,0.030039,0.4322,H0
babusd,2019-08-26,311.43,311.43,311.43,311.43,0.05,H3
babust,2019-08-26,311.8,311.8,311.8,311.8,0.0926,H3
