filename,date,open,close,high,low,volume,Empfehlung
abseth,2019-08-25,6.955E-5,6.955E-5,6.955E-5,6.955E-5,1696.75724639,K0
absusd,2019-08-25,0.013313,0.013212999999999999,0.013313,0.013212999999999999,2358.01,H3
agibtc,2019-08-25,3.56E-6,3.57E-6,3.57E-6,3.56E-6,400.2801,H3
agieth,2019-08-25,1.9186E-4,1.9186E-4,1.9186E-4,1.9186E-4,114.0,V0
agiusd,2019-08-25,0.0369,0.0369,0.0369,0.0369,185.449039,H0
aidbtc,2019-08-25,9.2E-7,9.2E-7,9.2E-7,9.2E-7,924.43282038,H0
aideth,2019-08-25,4.821E-5,4.821E-5,4.821E-5,4.821E-5,586.76470588,H3
aidusd,2019-08-25,0.0099106,0.0099106,0.0099106,0.0099106,1476.58544895,V0
aiobtc,2019-08-25,9.7E-6,9.577E-6,9.7E-6,9.577E-6,552.4,V0
aioeth,2019-08-25,4.7345E-4,4.7345E-4,4.7345E-4,4.7345E-4,40.0,V0
aiousd,2019-08-25,0.11765999999999999,0.1194,0.1194,0.11765999999999999,534.6790201900002,V0
algbtc,2019-08-25,5.42E-5,5.42E-5,5.42E-5,5.42E-5,684.14787,V0
algusd,2019-08-25,0.57577,0.57577,0.57577,0.57577,900.0,V0
algust,2019-08-25,0.53905,0.53905,0.53905,0.53905,409.036409,V0
ampbtc,2019-08-25,6.05E-5,6.05E-5,6.05E-5,6.05E-5,35.73,V0
ampusd,2019-08-25,0.6041,0.6044,0.6046,0.6041,118.11883668,V0
ampust,2019-08-25,0.6037,0.6037,0.6037,0.6037,178.54686024,H0
antbtc,2019-08-25,6.850000000000001E-5,6.850000000000001E-5,6.850000000000001E-5,6.850000000000001E-5,76.56,V0
anteth,2019-08-25,0.0036299999999999995,0.00366,0.00366,0.0036299999999999995,146.50118547,H0
antusd,2019-08-25,0.5952,0.5952,0.5952,0.5952,23.31,V0
asteth,2019-08-25,1.563E-4,1.545E-4,1.563E-4,1.545E-4,885.0,V0
astusd,2019-08-25,0.02889,0.02889,0.02889,0.02889,1980.0,V0
atmbtc,2019-08-25,4.824E-8,4.824E-8,4.824E-8,4.824E-8,78170.0,V0
atmeth,2019-08-25,1.764E-6,1.73E-6,1.764E-6,1.73E-6,138600.0,H3
atmusd,2019-08-25,3.407E-4,3.407E-4,3.407E-4,3.407E-4,9662.5,H0
atobtc,2019-08-25,2.6337E-4,2.6337E-4,2.6337E-4,2.6337E-4,5.98,V0
atoeth,2019-08-25,0.01395,0.013949000000000001,0.01395,0.013949000000000001,140.6,H3
atousd,2019-08-25,2.63,2.6056,2.63,2.6056,114.52,H3
aucbtc,2019-08-25,3.053E-7,3.053E-7,3.053E-7,3.053E-7,7416.0,H0
auceth,2019-08-25,1.984E-5,1.985E-5,1.985E-5,1.984E-5,5021.0,H3
aucusd,2019-08-25,0.004097,0.004097,0.004097,0.004097,749.1,V0
avtbtc,2019-08-25,1.07E-5,1.07E-5,1.07E-5,1.07E-5,1175.0,K0
avteth,2019-08-25,7.006E-4,7.0E-4,7.006E-4,7.0E-4,2970.0,H3
avtusd,2019-08-25,0.1306,0.1308,0.1308,0.1305,123.2,H0
babbtc,2019-08-25,0.030177999999999996,0.030177999999999996,0.030177999999999996,0.030177999999999996,0.02,V0
babusd,2019-08-25,305.89,305.68,305.89,305.68,21.21443237,H0
babust,2019-08-25,303.72,303.72,303.72,303.72,0.10759445,H0
batbtc,2019-08-25,1.902E-5,1.902E-5,1.902E-5,1.902E-5,32.0,V0
bateth,2019-08-25,0.0010257,0.0010257,0.0010257,0.0010257,49.3380016,V0
batusd,2019-08-25,0.19322999999999999,0.19322999999999999,0.19322999999999999,0.19322999999999999,44.56712363,V0
bbneth,2019-08-25,1.655E-6,1.655E-6,1.655E-6,1.655E-6,84180.0,H0
bbnusd,2019-08-25,3.878E-4,3.83E-4,3.878E-4,3.83E-4,100800.0,H0
bcibtc,2019-08-25,5.396E-6,5.396E-6,5.396E-6,5.396E-6,96.87,H0
bciusd,2019-08-25,0.0555,0.0555,0.0555,0.0555,112.978812,H0
bftbtc,2019-08-25,2.05E-6,2.05E-6,2.05E-6,2.05E-6,199.8,K0
bfteth,2019-08-25,1.0924E-4,1.0924E-4,1.0924E-4,1.0924E-4,160.998007,V0
bftusd,2019-08-25,0.021,0.021,0.021,0.021,160.998007,V0
bntbtc,2019-08-25,3.88E-5,3.88E-5,3.88E-5,3.88E-5,53.19,V0
bnteth,2019-08-25,0.002054,0.002054,0.002054,0.002054,232.8,V0
bntusd,2019-08-25,0.3625,0.3567,0.3625,0.3567,671.6,V0
boxeth,2019-08-25,7.562E-5,7.562E-5,7.562E-5,7.562E-5,1857.0,K0
boxusd,2019-08-25,0.008340700000000001,0.008340700000000001,0.008340700000000001,0.008340700000000001,1599.577464,H3
bsvbtc,2019-08-25,0.013094999999999999,0.013094999999999999,0.013094999999999999,0.013094999999999999,0.062937,K0
bsvusd,2019-08-25,132.82,132.82,132.82,132.82,0.5,V0
btceur,2019-08-25,9092.7,9092.1,9096.9,9092.1,0.06465009000000001,H0
btcgbp,2019-08-25,8270.1,8269.7,8270.1,8269.7,0.3,H3
btcjpy,2019-08-25,1062900.0,1063300.0,1063300.0,1062900.0,0.02849343,H0
btcusd,2019-08-25,10136.0,10132.0,10141.0,10132.0,1.41740175,H0
btcust,2019-08-25,10146.0,10146.0,10146.0,10146.0,0.02269476,H0
btcxch,2019-08-25,9977.0,9978.0,9978.0,9977.0,0.07717,H0
btgbtc,2019-08-25,0.0013257,0.0013274,0.0013274,0.0013257,64.48975979000001,V0
btgusd,2019-08-25,13.26,13.261,13.261,13.26,34.5,H0
bttbtc,2019-08-25,6.0E-8,6.0E-8,6.0E-8,6.0E-8,416778.585196,V0
bttusd,2019-08-25,6.1633E-4,6.1633E-4,6.1633E-4,6.1633E-4,65000.0,H0
cbtbtc,2019-08-25,6.12E-6,6.0E-6,6.12E-6,6.0E-6,50833.33333333,H0
cbtusd,2019-08-25,0.067569,0.0675,0.067569,0.0675,3128.0,H3
clobtc,2019-08-25,1.3E-7,1.3E-7,1.3E-7,1.3E-7,28654.0,K0
clousd,2019-08-25,0.001288,0.001279,0.001294,0.001279,28320.0,V0
cndbtc,2019-08-25,6.746E-7,6.746E-7,6.746E-7,6.746E-7,1252.0,V0
cndeth,2019-08-25,3.68E-5,3.621E-5,3.68E-5,3.621E-5,10310.0,V0
cndusd,2019-08-25,0.0121,0.0121,0.0121,0.0121,674.3,V0
cnneth,2019-08-25,7.677E-7,7.677E-7,7.677E-7,7.677E-7,64100.0,H0
cnnusd,2019-08-25,1.4015E-4,1.4E-4,1.4015E-4,1.4E-4,98746.59372613,H0
csxeth,2019-08-25,3.899E-4,3.899E-4,3.899E-4,3.899E-4,43.93,H3
csxusd,2019-08-25,0.0714,0.0766,0.0766,0.0714,759.8,V0
ctxbtc,2019-08-25,9.919E-6,9.919E-6,9.919E-6,9.919E-6,350.0,V0
ctxeth,2019-08-25,5.282E-4,5.279E-4,5.282E-4,5.279E-4,417.6,H0
ctxusd,2019-08-25,0.2207,0.2207,0.2207,0.2207,21.54,V0
dadbtc,2019-08-25,5.052E-6,5.052E-6,5.052E-6,5.052E-6,66.05,H0
dadeth,2019-08-25,3.116E-4,3.116E-4,3.116E-4,3.116E-4,155.6,V0
dadusd,2019-08-25,0.06225,0.06225,0.06225,0.06225,230.1,H0
daibtc,2019-08-25,1.0182E-4,1.0465E-4,1.0465E-4,1.0182E-4,6530.07608651,H0
daieth,2019-08-25,0.005477,0.005477,0.005477,0.005477,1035.13999031,K0
daiusd,2019-08-25,1.0083,1.0083,1.0083,1.0083,28.6615,H0
datbtc,2019-08-25,1.2E-6,1.2E-6,1.2E-6,1.2E-6,258.0,V0
dateth,2019-08-25,6.739E-5,6.746E-5,6.746E-5,6.739E-5,1500.0,H0
datusd,2019-08-25,0.013000000000000001,0.013000000000000001,0.013000000000000001,0.013000000000000001,22864.638,V0
dgbbtc,2019-08-25,8.7E-7,8.7E-7,8.7E-7,8.7E-7,1199.9533119999999,K0
dgbusd,2019-08-25,0.00911,0.00911,0.00911,0.00911,358.0,H0
dgxeth,2019-08-25,0.26558000000000004,0.26558000000000004,0.26558000000000004,0.26558000000000004,0.34522585,H3
dgxusd,2019-08-25,49.742,49.742,49.742,49.742,0.33635740000000003,V0
drneth,2019-08-25,3.725E-4,3.725E-4,3.725E-4,3.725E-4,511.9,K0
drnusd,2019-08-25,0.04517,0.04517,0.04517,0.04517,684.3,V0
dshbtc,2019-08-25,0.009062700000000002,0.0090558,0.009062700000000002,0.0090558,12.6772832,K0
dshusd,2019-08-25,91.177,91.177,91.177,91.177,0.05,H0
dtabtc,2019-08-25,7.832E-8,7.832E-8,7.832E-8,7.832E-8,107100.0,V0
dtaeth,2019-08-25,4.07E-6,4.213E-6,4.24E-6,3.833E-6,237100.0,H0
dtausd,2019-08-25,7.883E-4,7.907E-4,7.907E-4,7.883E-4,35580.0,K0
dthbtc,2019-08-25,3.34E-7,3.34E-7,3.34E-7,3.34E-7,21620.0,V0
dtheth,2019-08-25,1.169E-5,1.169E-5,1.169E-5,1.169E-5,11220.0,V0
dthusd,2019-08-25,0.002545,0.002545,0.002545,0.002545,1623.494007,H3
dtxusd,2019-08-25,4.252,4.252,4.252,4.252,0.6164,V0
dtxust,2019-08-25,4.256,4.256,4.256,4.256,0.7133,V0
edobtc,2019-08-25,4.152E-5,4.152E-5,4.152E-5,4.152E-5,8.0,V0
edoeth,2019-08-25,0.0021608,0.0021606999999999998,0.0021608,0.0021606999999999998,50.996287,V0
elfeth,2019-08-25,4.542E-4,4.546E-4,4.546E-4,4.542E-4,398.2,V0
elfusd,2019-08-25,0.08326,0.08327,0.08327,0.08326,163.0,V0
edousd,2019-08-25,0.41358999999999996,0.41771,0.41771,0.41358999999999996,4953.0,V0
elfbtc,2019-08-25,8.137E-6,8.137E-6,8.137E-6,8.137E-6,172.5,V0
enjeth,2019-08-25,4.023E-4,4.04E-4,4.04E-4,4.023E-4,911.9,H3
enjusd,2019-08-25,0.06419,0.06419,0.06419,0.06419,496.4,H0
eosbtc,2019-08-25,3.5007E-4,3.5007E-4,3.5007E-4,3.5007E-4,30.3186,V0
eoseth,2019-08-25,0.019053,0.019053,0.019053,0.019053,1.043,H0
eoseur,2019-08-25,3.1855,3.1846,3.1855,3.1846,1420.64747656,V0
eosgbp,2019-08-25,2.87189695,2.87189695,2.87189695,2.87189695,2.34451675,K0
eosjpy,2019-08-25,371.28999956,371.28999956,371.28999956,371.28999956,0.80776206,V0
eosusd,2019-08-25,3.55021344,3.5479,3.5506,3.5479,1681.88867879,H3
eosust,2019-08-25,3.548,3.548,3.548,3.548,14.10126256,H3
essbtc,2019-08-25,6.333E-8,6.333E-8,6.333E-8,6.333E-8,4340.0,V0
