filename,date,open,close,high,low,volume,Empfehlung
abseth,2019-08-14,7.478E-5,7.478E-5,7.478E-5,7.478E-5,1415.0,H3
absusd,2019-08-14,0.01534,0.01534,0.01534,0.01534,171.3,H3
agibtc,2019-08-14,3.13E-6,3.13E-6,3.13E-6,3.13E-6,1436.868,H3
agieth,2019-08-14,1.6105E-4,1.6053E-4,1.6105E-4,1.6053E-4,422.48963475,V0
agiusd,2019-08-14,0.03274,0.0327,0.03274,0.0327,2279.0,H0
aidusd,2019-08-14,0.010791,0.01078,0.010791,0.01078,391.171649,H3
aiobtc,2019-08-14,6.92E-6,6.92E-6,6.92E-6,6.92E-6,113.36820800000001,H0
aidbtc,2019-08-14,6.5E-7,6.5E-7,6.5E-7,6.5E-7,2775.0000222,H3
aideth,2019-08-14,5.994E-5,5.9999999999999995E-5,5.9999999999999995E-5,5.994E-5,9099.20072782,H3
algbtc,2019-08-14,7.2E-5,7.2E-5,7.2E-5,7.2E-5,400.78229835,H3
algusd,2019-08-14,0.7642800000000001,0.7642,0.7642800000000001,0.7642,113.81668799999998,H3
aioeth,2019-08-14,3.9523E-4,3.9523E-4,3.9523E-4,3.9523E-4,127.87723785,H0
aiousd,2019-08-14,0.07517599999999999,0.075,0.07517599999999999,0.075,255.12266554,H3
algust,2019-08-14,0.77161,0.77161,0.77161,0.77161,121.94604627,H3
ampusd,2019-08-14,0.6984,0.6958,0.6984,0.6958,5.96298328,H3
ampust,2019-08-14,0.6976,0.6977,0.6978,0.6976,187.58529451,H3
antbtc,2019-08-14,7.158E-5,7.158E-5,7.158E-5,7.158E-5,34.85308773,H3
asteth,2019-08-14,1.4199999999999998E-4,1.4199999999999998E-4,1.4199999999999998E-4,1.4199999999999998E-4,74.59879949,V0
astusd,2019-08-14,0.03403,0.0073,0.0679,0.0073,2625.0,H3
anteth,2019-08-14,0.003998,0.003959,0.004006,0.003959,42.49,H3
antusd,2019-08-14,0.6,0.6,0.6,0.6,90.5,H3
atmbtc,2019-08-14,4.335E-8,4.335E-8,4.335E-8,4.335E-8,267300.0,H3
atmeth,2019-08-14,1.902E-6,1.796E-6,1.902E-6,1.796E-6,109600.0,H3
atmusd,2019-08-14,4.3964E-4,4.3099E-4,4.3964E-4,4.3099E-4,148180.0,V0
atobtc,2019-08-14,2.9188E-4,2.9188E-4,2.9188E-4,2.9188E-4,50.5689562,H3
atoeth,2019-08-14,0.015742,0.015742,0.015742,0.015742,10.0,H3
atousd,2019-08-14,2.95,2.95,2.95,2.95,5.76E-6,V0
aucbtc,2019-08-14,4.229E-7,4.103E-7,4.229E-7,4.103E-7,19400.0,H3
auceth,2019-08-14,3.083E-5,3.083E-5,3.083E-5,3.083E-5,851.6,H0
aucusd,2019-08-14,0.005385,0.005372,0.005385,0.005372,3012.0,H3
avtbtc,2019-08-14,1.455E-5,1.455E-5,1.455E-5,1.455E-5,106.0,H3
avteth,2019-08-14,7.0E-4,7.0E-4,7.0E-4,7.0E-4,4428.902609000001,V0
avtusd,2019-08-14,0.13014,0.13,0.13014,0.13,100.0,H0
babbtc,2019-08-14,0.03106,0.031076,0.031076,0.03106,70.0,H0
babusd,2019-08-14,312.22,312.41,312.41,312.22,1.76922829,H3
babust,2019-08-14,309.21,309.21,309.21,309.21,0.84615632,H3
batbtc,2019-08-14,1.714E-5,1.714E-5,1.714E-5,1.714E-5,349.47966,H0
bateth,2019-08-14,9.0E-4,9.0E-4,9.0E-4,9.0E-4,91.0,H0
batusd,2019-08-14,0.16793,0.16776,0.16793,0.16776,900.0,H3
bbneth,2019-08-14,1.414E-6,1.414E-6,1.414E-6,1.414E-6,17710.0,H3
bbnusd,2019-08-14,5.3E-4,5.3E-4,5.3E-4,5.3E-4,15535.942694799998,H3
bcibtc,2019-08-14,6.0E-6,6.0E-6,6.0E-6,6.0E-6,755.39968831,H0
bciusd,2019-08-14,0.07,0.07,0.07,0.07,180.27168605,H3
bftbtc,2019-08-14,2.27E-6,2.27E-6,2.27E-6,2.27E-6,186.91915962,H0
bfteth,2019-08-14,1.2249E-4,1.2249E-4,1.2249E-4,1.2249E-4,312.8172124200001,H3
bftusd,2019-08-14,0.021745,0.021721999999999998,0.021745,0.021721999999999998,299.55,H0
bntbtc,2019-08-14,3.978E-5,3.978E-5,3.978E-5,3.978E-5,37.0,H3
bnteth,2019-08-14,0.00207,0.0020440000000000002,0.00207,0.0020440000000000002,95.69377990000001,H3
bntusd,2019-08-14,0.43618999999999997,0.4173,0.43618999999999997,0.4173,62.0,H3
boxeth,2019-08-14,8.272E-5,8.272E-5,8.272E-5,8.272E-5,1576.0,H0
boxusd,2019-08-14,0.017018000000000002,0.017,0.017018000000000002,0.017,2942.2038,H3
bsvbtc,2019-08-14,0.013428,0.013441999999999999,0.013441999999999999,0.013428,3.33305,H0
bsvusd,2019-08-14,135.3,135.3,135.3,135.3,44.98758856,H0
btceur,2019-08-14,9019.3,9031.9,9034.5,9019.3,1.405,V0
btcgbp,2019-08-14,8329.9,8331.7,8331.7,8329.9,1.01117212,H3
btcjpy,2019-08-14,1064500.0,1065900.0,1066100.0,1064500.0,0.03278525,H3
btcusd,2019-08-14,10051.99136044,10064.558229,10073.0,10051.0,5.25306175,V0
btcust,2019-08-14,10053.0,10053.0,10053.0,10053.0,0.53426876,V0
btcxch,2019-08-14,9875.3,9875.3,9875.3,9875.3,0.00623993,V0
btgbtc,2019-08-14,0.0013840999999999999,0.0013840999999999999,0.0013840999999999999,0.0013840999999999999,5.0,H3
btgusd,2019-08-14,13.868,13.882,13.993,13.868,539.27056037,H3
bttbtc,2019-08-14,6.0E-8,6.0E-8,6.0E-8,6.0E-8,63782.24164,H3
bttusd,2019-08-14,6.2E-4,6.2E-4,6.2E-4,6.2E-4,500000.0,H0
cbtbtc,2019-08-14,6.428E-6,6.294E-6,6.428E-6,6.294E-6,42140.0,H3
cbteth,2019-08-14,2.63E-4,2.63E-4,2.63E-4,2.63E-4,221.0,V0
cbtusd,2019-08-14,0.07608,0.07608,0.07608,0.07608,398.8,H3
clobtc,2019-08-14,1.7E-7,1.7E-7,1.7E-7,1.7E-7,1530.0,H3
clousd,2019-08-14,0.00173,0.00173,0.00173,0.00173,1516.04785941,H3
cndbtc,2019-08-14,6.5E-7,6.5E-7,6.5E-7,6.5E-7,57460.0,H3
cndeth,2019-08-14,6.158E-5,3.731E-5,6.158E-5,3.731E-5,637.4,H3
cndusd,2019-08-14,0.009158,0.009064,0.009158,0.009064,756.5,H0
cnneth,2019-08-14,7.4E-7,7.4E-7,7.4E-7,7.4E-7,161112.19191226,H3
cnnusd,2019-08-14,1.4119E-4,1.4E-4,1.4119E-4,1.4E-4,423997.58755543,H3
csxeth,2019-08-14,2.746E-4,2.746E-4,2.746E-4,2.746E-4,86.21,H0
csxusd,2019-08-14,0.03664,0.03664,0.03664,0.03664,130.3,H3
ctxbtc,2019-08-14,1.109E-5,1.109E-5,1.109E-5,1.109E-5,458.71559633,H3
ctxeth,2019-08-14,5.7438E-4,5.7438E-4,5.7438E-4,5.7438E-4,87.77865624,H3
ctxusd,2019-08-14,0.1359,0.1015,0.1359,0.1015,40.19,H3
dadbtc,2019-08-14,5.108E-6,5.108E-6,5.108E-6,5.108E-6,56.06,H3
dadeth,2019-08-14,2.661E-4,2.661E-4,2.661E-4,2.661E-4,59.39,H0
dadusd,2019-08-14,0.053632000000000006,0.053078,0.053632000000000006,0.053078,543.94982866,H3
daibtc,2019-08-14,1.0047E-4,1.0047E-4,1.0047E-4,1.0047E-4,15.58136215,H0
