filename,date,open,close,high,low,volume,Empfehlung
agieth,2019-08-17,1.757E-4,1.757E-4,1.757E-4,1.757E-4,296.4,H0
agiusd,2019-08-17,0.03501,0.03501,0.03501,0.03501,616.0,H0
abseth,2019-08-17,7.393E-5,7.393E-5,7.393E-5,7.393E-5,336.7,V0
absusd,2019-08-17,0.013491999999999999,0.013491999999999999,0.013491999999999999,0.013491999999999999,222.0,H3
agibtc,2019-08-17,3.41E-6,3.41E-6,3.41E-6,3.41E-6,408.0,V0
aidbtc,2019-08-17,2.68E-6,2.68E-6,2.68E-6,2.68E-6,612.5,H3
aideth,2019-08-17,6.335E-5,6.362E-5,6.362E-5,6.335E-5,3622.0,H3
aidusd,2019-08-17,0.01192,0.012,0.012,0.01192,3938.0,H3
aiobtc,2019-08-17,7.55E-6,7.56E-6,7.56E-6,7.55E-6,333.0,V0
algbtc,2019-08-17,6.722E-5,6.722E-5,6.722E-5,6.722E-5,4.8774034,V0
algusd,2019-08-17,0.68002,0.68,0.68002,0.68,53.28216877,H3
aioeth,2019-08-17,3.908E-4,3.908E-4,3.908E-4,3.908E-4,2.926,H3
aiousd,2019-08-17,0.07312,0.07312,0.07312,0.07312,217.8,V0
algust,2019-08-17,0.6807,0.6807,0.6807,0.6807,556.99935,V0
ampusd,2019-08-17,0.682,0.6826,0.6827,0.682,94.77190812,H3
ampust,2019-08-17,0.6812,0.6817,0.6818,0.6812,125.30151304,H3
antbtc,2019-08-17,6.849E-5,6.850000000000001E-5,6.850000000000001E-5,6.849E-5,50.97072717,H3
anteth,2019-08-17,0.0039405,0.0038891999999999998,0.0039405,0.0038891999999999998,50.97072717,H3
antusd,2019-08-17,0.6,0.6,0.6,0.6,100.765202,H3
asteth,2019-08-17,1.425E-4,1.425E-4,1.425E-4,1.425E-4,207.6,H3
astusd,2019-08-17,0.05168,0.05168,0.05168,0.05168,200.8,H3
atmbtc,2019-08-17,4.468E-8,4.468E-8,4.468E-8,4.468E-8,215700.0,H3
atmeth,2019-08-17,1.841E-6,1.766E-6,1.841E-6,1.766E-6,126200.0,H3
atmusd,2019-08-17,3.3767E-4,3.3767E-4,3.3767E-4,3.3767E-4,93715.12707254,H3
atobtc,2019-08-17,2.7982E-4,2.7982E-4,2.7982E-4,2.7982E-4,11.91012317,H3
atoeth,2019-08-17,0.015725,0.015725,0.015725,0.015725,4.25664603,H3
atousd,2019-08-17,2.8554,2.8554,2.8554,2.8554,4.0,H3
aucbtc,2019-08-17,3.8E-7,3.8E-7,3.8E-7,3.8E-7,3623.2777780999995,H0
auceth,2019-08-17,2.022E-5,2.02E-5,2.022E-5,2.02E-5,17782.29116353,H0
aucusd,2019-08-17,0.004271,0.004271,0.004271,0.004271,12740.0,H3
avtbtc,2019-08-17,1.35E-5,1.351E-5,1.351E-5,1.35E-5,324.8,H3
avteth,2019-08-17,7.1982E-4,7.1982E-4,7.1982E-4,7.1982E-4,24.0,H0
avtusd,2019-08-17,0.1444,0.1326,0.1444,0.1326,540.6,H0
babbtc,2019-08-17,0.030032,0.030032,0.030032,0.030032,0.838,H3
babusd,2019-08-17,306.89,306.89,306.89,306.89,0.532,H3
babust,2019-08-17,307.05,307.05,307.05,307.05,176.843633,H3
batbtc,2019-08-17,1.759E-5,1.759E-5,1.759E-5,1.759E-5,19.49943302,H3
bateth,2019-08-17,9.651E-4,9.651E-4,9.651E-4,9.651E-4,41.35,H3
batusd,2019-08-17,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.17600000000000002,600.0,H3
bbneth,2019-08-17,1.444E-6,1.444E-6,1.444E-6,1.444E-6,20250.0,H3
bbnusd,2019-08-17,3.3956E-4,3.3956E-4,3.3956E-4,3.3956E-4,41201.295526,H3
bcibtc,2019-08-17,7.400000000000001E-6,7.400000000000001E-6,7.400000000000001E-6,7.400000000000001E-6,111.0,H0
bciusd,2019-08-17,0.04567,0.06,0.06,0.04567,225.43755499999997,H3
bftbtc,2019-08-17,2.147E-6,2.147E-6,2.147E-6,2.147E-6,2944.0,H3
bfteth,2019-08-17,1.2057E-4,1.2057E-4,1.2057E-4,1.2057E-4,259.51491880000003,H0
bftusd,2019-08-17,0.02141,0.0214,0.02141,0.0214,863.9,H0
bntbtc,2019-08-17,3.705E-5,3.889E-5,3.889E-5,3.705E-5,33.0,H3
bnteth,2019-08-17,0.002041,0.00204,0.002041,0.00204,53.97,H0
bntusd,2019-08-17,0.368,0.3578,0.3681,0.3577,184.6,H0
boxeth,2019-08-17,1.186E-4,1.186E-4,1.186E-4,1.186E-4,927.3,H3
boxusd,2019-08-17,0.01421,0.01423,0.01423,0.01421,2001.0,H3
bsvbtc,2019-08-17,0.013015,0.013015,0.013015,0.013015,2.25,H3
bsvusd,2019-08-17,133.43,133.84,133.84,133.42,26.1,H3
btceur,2019-08-17,9217.2,9217.2,9217.2,9217.2,0.192,H3
btcgbp,2019-08-17,8398.3,8408.7,8409.2,8397.6,1.09179903,H3
btcjpy,2019-08-17,1084400.0,1083700.0,1084400.0,1083000.0,0.48888574,H3
btcusd,2019-08-17,10229.0,10228.0,10229.0,10228.0,0.38031999,H3
btcust,2019-08-17,10211.0,10209.0,10211.0,10209.0,0.15882855,H3
btcxch,2019-08-17,10005.0,10005.0,10005.0,10005.0,0.00158702,H3
btgbtc,2019-08-17,0.0013125,0.0013125,0.0013125,0.0013125,10.04942282,H3
btgusd,2019-08-17,13.465,13.499,13.499,13.465,199.99999306,H0
bttbtc,2019-08-17,6.0E-8,6.0E-8,6.0E-8,6.0E-8,21108.3705,H3
bttusd,2019-08-17,6.0592E-4,6.0592E-4,6.0592E-4,6.0592E-4,3258496.9902203,H0
cbtbtc,2019-08-17,6.489E-6,6.388E-6,6.489E-6,6.388E-6,25550.0,H0
cbteth,2019-08-17,2.63E-4,2.63E-4,2.63E-4,2.63E-4,240.8,H0
cbtusd,2019-08-17,0.07081,0.07081,0.07081,0.07081,190.3,H3
clobtc,2019-08-17,1.6E-7,1.6E-7,1.6E-7,1.6E-7,1680.0,H3
clousd,2019-08-17,0.001885,0.001885,0.001885,0.001885,12100.0,H0
cndbtc,2019-08-17,6.5E-7,6.5E-7,6.5E-7,6.5E-7,29980.0,H3
