filename,date,open,close,high,low,volume,Empfehlung
agieth,2019-08-03,1.324E-4,1.324E-4,1.324E-4,1.324E-4,223.2,H3
agiusd,2019-08-03,0.037751,0.038631,0.038631,0.037751,6500.0,H0
abseth,2019-08-03,8.243E-5,8.243E-5,8.243E-5,8.243E-5,435.34,H3
absusd,2019-08-03,0.01793,0.01793,0.01793,0.01793,488.65,V0
agibtc,2019-08-03,2.778E-6,2.778E-6,2.778E-6,2.778E-6,671.4,H3
aidbtc,2019-08-03,1.45E-6,1.45E-6,1.45E-6,1.45E-6,1234.07235,H3
aideth,2019-08-03,6.506E-5,6.501E-5,6.506E-5,6.501E-5,6460.0,H3
aidusd,2019-08-03,0.013415,0.013236000000000001,0.013415,0.013236000000000001,568.36,H0
aiobtc,2019-08-03,8.2E-6,8.2E-6,8.2E-6,8.2E-6,49.9,H3
aioeth,2019-08-03,4.503E-4,4.503E-4,4.503E-4,4.503E-4,154.9,H3
aiousd,2019-08-03,0.096993,0.096993,0.096993,0.096993,54.18741728,H0
algbtc,2019-08-03,6.893E-5,6.893E-5,6.893E-5,6.893E-5,66.61917785,H3
algusd,2019-08-03,0.7579199999999999,0.7579100000000001,0.7579199999999999,0.7579100000000001,4.00000763,K0
algust,2019-08-03,0.7497,0.7497,0.7497,0.7497,9.82563314,H0
ampusd,2019-08-03,0.8518,0.8554,0.8554,0.8518,262.46346064,K0
ampust,2019-08-03,0.8540000000000001,0.857,0.857,0.8532,176.54931684000005,K0
antbtc,2019-08-03,8.242E-5,8.25E-5,8.25E-5,8.242E-5,84.7,H3
anteth,2019-08-03,0.004169,0.004166,0.004199,0.004165,17.39,H3
antusd,2019-08-03,0.8671,0.8678,0.8678,0.8671,44.39,H0
asteth,2019-08-03,1.706E-4,1.7061E-4,1.7061E-4,1.706E-4,532.8196471,H3
astusd,2019-08-03,0.03687,0.03395,0.04057,0.03395,352.6,H0
atmbtc,2019-08-03,4.0E-8,4.0E-8,4.0E-8,4.0E-8,302900.0,H3
atmeth,2019-08-03,2.431E-6,2.431E-6,2.431E-6,2.431E-6,78110.0,H3
atmusd,2019-08-03,6.7623E-4,6.7623E-4,6.7623E-4,6.7623E-4,12841.198126000001,H3
atobtc,2019-08-03,3.448E-4,3.448E-4,3.448E-4,3.448E-4,2.90873186,H3
atoeth,2019-08-03,0.01686,0.01686,0.01686,0.01686,18.53,H3
atousd,2019-08-03,3.7469,3.7089,3.7469,3.7089,2.9029144000000002,H0
aucbtc,2019-08-03,5.308E-7,5.128E-7,5.308E-7,5.128E-7,15700.0,H0
auceth,2019-08-03,3.674E-5,3.674E-5,3.674E-5,3.674E-5,538.7,H0
aucusd,2019-08-03,0.0059469,0.0059223999999999995,0.0059469,0.0059223999999999995,9447.0,H0
avtbtc,2019-08-03,1.02E-5,1.02E-5,1.02E-5,1.02E-5,42.38,V0
