filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-30,703.1,702.55,703.1,702.55,17.75371238,V2
rrtusd,2016-10-30,0.076528,0.076528,0.076528,0.076528,208.02447809,H0
ethbtc,2016-10-30,0.015952,0.01595,0.015952,0.01595,11.47486996,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-30,11.26,11.26,11.26,11.26,76.68486284,H0
zecusd,2016-10-30,558.0,558.0,558.0,558.0,0.01,H0
rrtbtc,2016-10-30,1.057E-4,1.0561E-4,1.057E-4,1.0561E-4,1477.8281,H0
zecbtc,2016-10-30,0.82,0.82,0.82,0.82,0.0057,H0
ltcbtc,2016-10-30,0.0057481,0.0057501,0.0057501,0.0057481,243.56559639,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-30,0.9291799999999999,0.9292,0.9292,0.9291799999999999,1263.610005,H0
ltcusd,2016-10-30,4.03,4.03,4.03,4.03,125.55918600000001,V2
etcbtc,2016-10-30,0.001323,0.001323,0.001323,0.001323,0.11680015,K1
