filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-02-21,1129.8,1129.6,1129.8,1129.6,1.73691899,H0
rrtusd,2017-02-21,0.13751,0.13751,0.13751,0.13751,110.38,H0
ethbtc,2017-02-21,0.011329,0.011329,0.011329,0.011329,32.96,H0
xmrusd,2017-02-21,12.519,12.519,12.519,12.519,5.07862823,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-02-21,12.817,12.817,12.817,12.817,0.23098736,K1
zecusd,2017-02-21,30.01,30.01,30.01,30.01,0.57714092,H0
rrtbtc,2017-02-21,1.3000000000000002E-4,1.3000000000000002E-4,1.3000000000000002E-4,1.3000000000000002E-4,36.92,V2
zecbtc,2017-02-21,0.0266,0.0266,0.0266,0.0266,2.535,K1
ltcbtc,2017-02-21,0.0034189,0.0034189999999999997,0.0034189999999999997,0.0034189,31.90910689,H0
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2017-02-21,0.011034,0.011034,0.011034,0.011034,23.8853549,H0
etcusd,2017-02-21,1.2570000000000001,1.2525,1.2570000000000001,1.2525,26.66500675,H0
ltcusd,2017-02-21,3.8566,3.8566,3.8566,3.8566,1.209624,H0
etcbtc,2017-02-21,0.0011079,0.0011079,0.0011079,0.0011079,155.35,H0
