filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-02,579.85,579.85,579.85,579.85,0.03,H0
ethbtc,2016-09-02,0.021049000000000002,0.021049000000000002,0.021049000000000002,0.021049000000000002,1.237379,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-02,12.3,12.298,12.3,12.297,150.0,K1
ltcbtc,2016-09-02,0.00665,0.00665,0.00665,0.00665,30.01,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-02,1.4021,1.4021,1.4021,1.4021,0.1,V2
ltcusd,2016-09-02,3.8127,3.8169999999999997,3.8169999999999997,3.8048,43.76924337,H0
etcbtc,2016-09-02,0.002433,0.002433,0.002433,0.002433,619.378854,V2
