filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-02-19,1056.2,1056.2,1056.2,1056.2,1.0,H0
rrtusd,2017-02-19,0.166,0.166,0.166,0.166,0.5,H0
ethbtc,2017-02-19,0.012143000000000001,0.012149,0.012149,0.012143000000000001,78.30519668,H0
xmrusd,2017-02-19,13.1,13.1,13.1,13.1,55.935221999999996,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-02-19,12.800999999999998,12.800999999999998,12.800999999999998,12.800999999999998,2.0,K1
zecusd,2017-02-19,30.511999999999997,30.511999999999997,30.511999999999997,30.511999999999997,0.1020451,H0
rrtbtc,2017-02-19,1.4523E-4,1.4523E-4,1.4523E-4,1.4523E-4,585.84427687,V2
zecbtc,2017-02-19,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.03532666,H0
ltcbtc,2017-02-19,0.0035865000000000003,0.0035865000000000003,0.0035865000000000003,0.0035865000000000003,0.69,H0
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2017-02-19,0.012401,0.012401,0.012401,0.012401,1.159899,H0
etcusd,2017-02-19,1.2245,1.2245,1.2245,1.2245,818.48,H0
ltcusd,2017-02-19,3.8,3.8,3.8,3.8,8.7497,H0
etcbtc,2017-02-19,0.001155,0.001155,0.001155,0.001155,0.76973392,H0
