filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-05-14,1825.4,1827.3,1830.0,1825.4,88.92487668999996,H0
rrtusd,2017-05-14,0.09103,0.09103,0.09103,0.09103,43.65293417,H0
ethbtc,2017-05-14,0.04958,0.049658999999999995,0.049661000000000004,0.04958,200.39562107000003,H0
dshbtc,2017-05-14,0.049876,0.049876,0.049876,0.049876,27.0,K1
xmrusd,2017-05-14,28.9,28.9,28.9,28.9,31.232937,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-05-14,90.37,90.37,90.37,90.37,303.03190851,H0
zecusd,2017-05-14,98.06700000000001,98.13,98.56200000000001,98.06700000000001,9.16252,H0
rrtbtc,2017-05-14,5.199E-5,5.2000000000000004E-5,5.2000000000000004E-5,5.199E-5,24.0,H0
zecbtc,2017-05-14,0.053834,0.053834,0.053834,0.053834,1.8865949,V2
ltcbtc,2017-05-14,0.016083,0.016083,0.016083,0.016083,31.129645,K1
filename,date,open,close,high,low,volume,PPO_RESULT
dshusd,2017-05-14,91.035,91.054,91.054,91.035,0.8756999999999999,K1
xmrbtc,2017-05-14,0.015925,0.015925,0.015925,0.015925,3.7476540000000003,K1
etcusd,2017-05-14,6.7434,6.7487,6.7487,6.742000000000001,66.55855120999999,H0
ltcusd,2017-05-14,29.393,29.395,29.395,29.393,3.0,K1
etcbtc,2017-05-14,0.0037000999999999996,0.0037000999999999996,0.0037000999999999996,0.0037000999999999996,176.85611766000005,H0
