filename	date	open	close	high	low	volume	PPO_RESULT
aidbtc	2018-02-16	3.839e-05	3.839e-05	3.839e-05	3.839e-05	2578.10186625	H0
aideth	2018-02-16	0.00040280000000000003	0.00040300000000000004	0.00040300000000000004	0.00040280000000000003	2580.0	H0
aidusd	2018-02-16	0.3855	0.3855	0.3855	0.3855	102.44818415	H0
avtbtc	2018-02-16	0.0002387	0.0002387	0.0002387	0.0002387	326.2403	H0
avteth	2018-02-16	0.0025863	0.0025800000000000003	0.0025863	0.0025800000000000003	20.112	V3
avtusd	2018-02-16	2.4499	2.45	2.45	2.4499	36.91417377	H0
batbtc	2018-02-16	4.353e-05	4.353e-05	4.353e-05	4.353e-05	150.0	H0
bateth	2018-02-16	0.000465	0.000465	0.000465	0.000465	314.81016124	H0
batusd	2018-02-16	0.431	0.431	0.431	0.431	506.06553357	H0
btceur	2018-02-16	8187.737064	8187.737064	8187.737064	8187.737064	0.0133	H0
btcusd	2018-02-16	10166.0	10162.0	10166.0	10159.0	9.41827209	H0
btgbtc	2018-02-16	0.013741	0.013741	0.013741	0.013741	10.97799548	H0
btgusd	2018-02-16	139.28	139.28	139.28	139.28	0.7523911999999999	H0
datbtc	2018-02-16	1.229e-05	1.229e-05	1.229e-05	1.229e-05	884.73148901	H0
dateth	2018-02-16	0.00013326	0.00013328	0.00013328	0.00013326	11560.31042761	H0
datusd	2018-02-16	0.124	0.1239	0.124	0.1239	1786.6119535	H0
dshbtc	2018-02-16	0.06813999999999999	0.068199	0.068199	0.06813999999999999	0.74886508	V3
dshusd	2018-02-16	692.2	692.2	692.2	692.2	1.0	H0
edobtc	2018-02-16	0.00026852	0.00026852	0.00026852	0.00026852	33.51517127	H0
edoeth	2018-02-16	0.0029267	0.0029118000000000004	0.0029267	0.0029116999999999997	133.1314	H0
edousd	2018-02-16	2.7217	2.7217	2.7217	2.7217	0.00100036	H0
elfbtc	2018-02-16	0.00013969999999999998	0.0001394	0.00013969999999999998	0.0001394	143.97812	H0
elfeth	2018-02-16	0.0015064	0.0015064	0.0015064	0.0015064	378.7194	H0
elfusd	2018-02-16	1.4076	1.3980000000000001	1.4076	1.3980000000000001	686.9822101100001	H0
eosbtc	2018-02-16	0.00096685	0.00096685	0.00096685	0.00096685	35.89911687	H0
