filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-07,620.13,620.13,620.13,620.13,0.01,H0
ethbtc,2016-10-07,0.020524,0.020524,0.020524,0.020524,2.17251113,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-07,12.69,12.69,12.69,12.69,0.6659999999999999,H0
ltcbtc,2016-10-07,0.00624,0.00624,0.00624,0.00624,0.6557936,K1
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-07,1.1687,1.1687,1.1687,1.1687,100.5,K1
ltcusd,2016-10-07,3.8649,3.8649,3.8649,3.8649,0.9,K1
etcbtc,2016-10-07,0.0019,0.0019,0.0019,0.0019,1.448804,K1
