filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-11,611.83,612.08,612.08,611.83,10.17233529,H0
ethbtc,2016-09-11,0.019255,0.019275,0.019364,0.019162000000000002,2917.3396521599993,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-11,11.665,11.672,11.675,11.652999999999999,2707.52925,H0
ltcbtc,2016-09-11,0.006362,0.006362,0.006362,0.006362,2.46399493,V2
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-11,1.3438,1.3438,1.3438,1.3438,0.1,K1
ltcusd,2016-09-11,3.8977,3.8977,3.8977,3.8977,0.1,H0
etcbtc,2016-09-11,0.0022,0.0022,0.0022,0.0022,1809.20179603,K1
