filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-02,604.01,604.1,604.1,604.0,10.03,V2
ethbtc,2016-08-02,0.0168,0.016824000000000002,0.016824000000000002,0.0168,200.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-02,10.165,10.165,10.165,10.165,26.17996576,H0
ltcbtc,2016-08-02,0.0062169,0.0062169,0.0062169,0.0061901000000000005,40.05920758,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-02,2.8333,2.8481,2.8481,2.812,544.9919708,H0
ltcusd,2016-08-02,3.7332,3.7332,3.7332,3.7332,75.62169936,V2
etcbtc,2016-08-02,0.004739899999999999,0.004739899999999999,0.00474,0.0047381,202.46376421,H0
