filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2018-09-19,6390.9,6390.9,6391.6,6390.9,0.985,H0
neojpy,2018-09-19,1922.94734383,1922.94734383,1922.94734383,1922.94734383,3.0,K1
yywusd,2018-09-19,0.024092,0.024092,0.024092,0.024092,3527.76282223,H0
gotusd,2018-09-19,0.56106,0.56106,0.56106,0.56106,205.71,H0
tnbusd,2018-09-19,0.0082189,0.0082189,0.0082189,0.0082189,15714.72491226,H0
mitusd,2018-09-19,0.255,0.255,0.255,0.255,200.0,V2
btceur,2018-09-19,5477.1,5477.1,5477.1,5477.1,0.02825379,H0
wprusd,2018-09-19,0.019788,0.019788,0.019788,0.019788,1525.26523724,H0
xvgbtc,2018-09-19,2.13E-6,2.13E-6,2.13E-6,2.13E-6,0.10198154,K1
rcnbtc,2018-09-19,4.51E-6,4.51E-6,4.51E-6,4.51E-6,1643.07083543,V2
etheur,2018-09-19,179.90788192,179.62657028,179.90788192,179.62515607,0.7000000000000001,H0
utnusd,2018-09-19,0.004601,0.0046,0.004601,0.0046,2652.50919697,H0
xrpbtc,2018-09-19,5.107E-5,5.106E-5,5.107E-5,5.106E-5,2762.3962,K1
ctxeth,2018-09-19,0.001232,0.001232,0.001232,0.001232,93.88146590000001,H0
iqxeos,2018-09-19,0.0019399999999999999,0.0019399999999999999,0.0019399999999999999,0.0019399999999999999,1201.20120121,K1
qsheth,2018-09-19,0.0010333,0.0010333,0.0010333,0.0010333,124.99025681,H0
rrtusd,2018-09-19,0.0338,0.0338,0.0338,0.0338,417.27665312,H0
sntbtc,2018-09-19,5.36E-6,5.35E-6,5.36E-6,5.35E-6,4118.43561138,H0
ethjpy,2018-09-19,23429.0,23429.0,23429.0,23429.0,0.11765874,H0
rlcusd,2018-09-19,0.35154,0.35154,0.35154,0.35154,1422.171,H0
ncausd,2018-09-19,0.005,0.005,0.005,0.005,2132.60741812,V2
batusd,2018-09-19,0.15215,0.15215,0.15215,0.15215,1444.14435896,H0
atmbtc,2018-09-19,1.0E-6,1.0E-6,1.0E-6,1.0E-6,1070.0,K1
sanbtc,2018-09-19,6.9E-5,6.9E-5,6.9E-5,6.9E-5,80.0,H0
dadbtc,2018-09-19,1.266E-5,1.266E-5,1.267E-5,1.266E-5,753.7,H0
ethbtc,2018-09-19,0.03283,0.032831,0.032831,0.03283,1.2892065000000001,H0
gntusd,2018-09-19,0.139,0.139,0.139,0.139,640.57644135,H0
repeth,2018-09-19,0.059542,0.059542,0.059542,0.059542,1.41463561,H0
waxbtc,2018-09-19,9.97E-6,9.97E-6,9.97E-6,9.97E-6,2604.16666666,V2
xlmgbp,2018-09-19,0.15860439,0.15860439,0.15860439,0.15860439,1687.32410392,H0
xtzbtc,2018-09-19,2.4659E-4,2.4849999999999997E-4,2.4849999999999997E-4,2.4659E-4,1100.0,H0
orseth,2018-09-19,1.24E-4,1.24E-4,1.24E-4,1.24E-4,589.0,H0
fsnusd,2018-09-19,0.8094899999999999,0.80878,0.8094899999999999,0.80878,34.0,H0
funusd,2018-09-19,0.0163,0.0163,0.0163,0.0163,812.0,H0
qshbtc,2018-09-19,3.361E-5,3.515E-5,3.515E-5,3.361E-5,2754.69375407,V2
edoeth,2018-09-19,0.0043343,0.0043343,0.0043343,0.0043343,114.93033127,H0
elfbtc,2018-09-19,5.05E-5,5.05E-5,5.05E-5,5.05E-5,50.02,K1
hotbtc,2018-09-19,1.59E-6,1.59E-6,1.59E-6,1.59E-6,1635.48842288,V2
zrxbtc,2018-09-19,8.258E-5,8.258E-5,8.258E-5,8.258E-5,354.0,H0
rcnusd,2018-09-19,0.027466,0.027466,0.027466,0.027466,554.99445,K1
seneth,2018-09-19,1.262E-5,1.262E-5,1.262E-5,1.262E-5,4000.0,H0
goteth,2018-09-19,0.0027,0.0027,0.0027,0.0027,463.19002666,H0
iqxusd,2018-09-19,0.0090001,0.0090001,0.0090001,0.0090001,7035.0,H0
qtmeth,2018-09-19,0.016056,0.016056,0.016056,0.016056,93.51799999999999,H0
iotbtc,2018-09-19,8.299E-5,8.299E-5,8.299E-5,8.299E-5,413.2413,H0
utkbtc,2018-09-19,5.13E-6,5.13E-6,5.13E-6,5.13E-6,1456.0,V2
xvgjpy,2018-09-19,1.52932879,1.52932879,1.52932879,1.52932879,1000.0,H0
datusd,2018-09-19,0.029008,0.029008,0.029008,0.029008,1000.0,H0
bcibtc,2018-09-19,2.15E-4,2.15E-4,2.15E-4,2.15E-4,17.1116279,H0
bftusd,2018-09-19,0.042201999999999996,0.042201999999999996,0.042201999999999996,0.042201999999999996,439.5532244,V2
dateth,2018-09-19,1.3513E-4,1.3496E-4,1.3513E-4,1.3496E-4,1640.0181,V2
dshbtc,2018-09-19,0.029891,0.029883999999999997,0.029891,0.029883999999999997,14.30054195,H0
etpeth,2018-09-19,0.014805,0.014812,0.014812,0.014804,86.9778882,H0
xrpusd,2018-09-19,0.32656,0.32656,0.32656,0.32655,17352.060203070007,H0
poausd,2018-09-19,0.065001,0.065,0.065001,0.065,926.0,H0
vetusd,2018-09-19,0.0133,0.0133,0.0133,0.0133,10000.0,H0
elfeth,2018-09-19,0.0015456,0.0015456,0.0015456,0.0015456,54.01,H0
mtnusd,2018-09-19,0.023455,0.023455,0.023455,0.023455,464.35797,H0
btcjpy,2018-09-19,717820.0,717820.0,717820.0,717820.0,0.07066048,H0
tknusd,2018-09-19,0.36,0.35503,0.36,0.35503,182.85059122,H0
xvgusd,2018-09-19,0.013618,0.013618,0.013618,0.013618,1000.0,V2
stjeth,2018-09-19,0.0014137,0.0014138,0.0014138,0.0014137,74.9445741,V2
lrcusd,2018-09-19,0.08800000000000001,0.08800000000000001,0.08800000000000001,0.08800000000000001,167.29848632,V2
sanusd,2018-09-19,0.44411999999999996,0.44,0.44411999999999996,0.44,6734.46803138,H0
aidbtc,2018-09-19,8.49E-6,8.49E-6,8.49E-6,8.49E-6,4115.10247349,H0
dtaeth,2018-09-19,9.62E-6,9.63E-6,9.63E-6,9.62E-6,46053.09,K1
spkusd,2018-09-19,0.04,0.04,0.04,0.04,2502.32391095,H0
rdneth,2018-09-19,0.0020294,0.0020294,0.0020294,0.0020294,32.0,H0
cndbtc,2018-09-19,3.27E-6,3.27E-6,3.27E-6,3.27E-6,831.57952922,V2
omgeth,2018-09-19,0.01493,0.01493,0.01493,0.01493,1.68E-6,H0
sntusd,2018-09-19,0.033492,0.033492,0.033492,0.033492,600.0,H0
agiusd,2018-09-19,0.038855,0.045058,0.045058,0.03885,866.17749384,V2
avtbtc,2018-09-19,6.009E-5,6.009E-5,6.009E-5,6.009E-5,30.0,V2
bbneth,2018-09-19,3.819E-5,3.86E-5,3.86E-5,3.819E-5,117376.0,H0
waxusd,2018-09-19,0.066248,0.066248,0.066248,0.066248,211.0,H0
cndusd,2018-09-19,0.019816999999999998,0.019816999999999998,0.019816999999999998,0.019816999999999998,1050.0,H0
sngbtc,2018-09-19,3.74E-6,3.74E-6,3.74E-6,3.74E-6,1768.0,K1
xmrusd,2018-09-19,109.57,109.57,109.57,109.57,0.5,V2
filename,date,open,close,high,low,volume,PPO_RESULT
daieth,2018-09-19,0.0047922,0.0047922,0.0047922,0.0047922,3003.00300301,H0
ioseth,2018-09-19,5.695E-5,5.695E-5,5.695E-5,5.695E-5,4333.44670395,H0
iosbtc,2018-09-19,1.86E-6,1.85E-6,1.86E-6,1.85E-6,11769.93148459,H0
esseth,2018-09-19,2.72E-5,2.72E-5,2.72E-5,2.72E-5,4098.0,V2
xrausd,2018-09-19,0.03628,0.03628,0.03628,0.03628,309.9835667,K1
iqxbtc,2018-09-19,1.35E-6,1.35E-6,1.35E-6,1.35E-6,4631.19972052,V2
odebtc,2018-09-19,3.8799999999999994E-5,3.8799999999999994E-5,3.8799999999999994E-5,3.8799999999999994E-5,120.0,H0
neobtc,2018-09-19,0.0026769000000000003,0.0026769000000000003,0.0026769000000000003,0.0026769000000000003,1.8914,H0
utketh,2018-09-19,1.5669E-4,1.5826E-4,1.5826E-4,1.5669E-4,2960.0,V2
vetbtc,2018-09-19,2.04E-6,2.04E-6,2.04E-6,2.04E-6,10000.0,H0
ethusd,2018-09-19,209.83,209.83,209.83,209.83,75.59836878,H0
hotusd,2018-09-19,0.010279,0.010279,0.010279,0.010279,1374.80590858,H0
dgxusd,2018-09-19,38.593,38.593,38.593,38.593,9.98950001,H0
eoseth,2018-09-19,0.024981,0.024981,0.024981,0.024981,2.0,K1
aucusd,2018-09-19,0.0381,0.0381,0.0381,0.0381,237.762,H0
bftbtc,2018-09-19,6.7E-6,6.7E-6,6.7E-6,6.7E-6,1007.28853916,V2
ioteur,2018-09-19,0.45351,0.45351,0.45351,0.45351,242.05827418,V2
knceth,2018-09-19,0.001684,0.001684,0.001684,0.001684,49.9,H0
kncbtc,2018-09-19,5.719E-5,5.719E-5,5.719E-5,5.719E-5,48.58844816,V2
repusd,2018-09-19,12.507,12.507,12.507,12.507,3.0326776,H0
senusd,2018-09-19,0.00256,0.00256,0.00256,0.00256,9575.0,H0
iotgbp,2018-09-19,0.4027,0.4027,0.4027,0.4027,242.05867848,V2
neousd,2018-09-19,17.123,17.123,17.154,17.123,877.6053640800002,K1
qshusd,2018-09-19,0.21163,0.21163,0.21163,0.21163,100.0,H0
eosjpy,2018-09-19,589.07000009,589.07000009,589.07000009,589.07000009,3.0,V2
xlmbtc,2018-09-19,3.2200000000000003E-5,3.219E-5,3.2200000000000003E-5,3.219E-5,4942.04608983,H0
dadeth,2018-09-19,3.8706E-4,3.868E-4,3.8715E-4,3.868E-4,721.395,H0
hoteth,2018-09-19,4.889E-5,4.889E-5,4.889E-5,4.889E-5,880.15180481,H0
rdnbtc,2018-09-19,6.548E-5,6.548E-5,6.548E-5,6.548E-5,5.77099999,H0
iosusd,2018-09-19,0.012057,0.012057,0.012057,0.012057,4046.0,H0
aiobtc,2018-09-19,6.564E-5,6.566E-5,6.566E-5,6.564E-5,37.8244785,H0
bciusd,2018-09-19,1.295,1.295,1.295,1.295,10.01717,V2
btcgbp,2018-09-19,4863.39820241,4863.39820241,4863.39820241,4863.39820241,0.002,H0
dthusd,2018-09-19,0.029138,0.029138,0.029138,0.029138,4321.67399,H0
bfteth,2018-09-19,2.0263E-4,2.0263E-4,2.0263E-4,2.0263E-4,1503.57220926,H0
poyeth,2018-09-19,7.14E-4,7.14E-4,7.14E-4,7.14E-4,121.8,H0
xlmeur,2018-09-19,0.18037,0.18037,0.18037,0.18037,10680.0,H0
fsnbtc,2018-09-19,1.3113E-4,1.3188E-4,1.3188E-4,1.3113E-4,80.0,H0
funbtc,2018-09-19,2.58E-6,2.58E-6,2.58E-6,2.58E-6,2500.0,H0
seebtc,2018-09-19,3.0E-7,2.9E-7,3.0E-7,2.8E-7,126140.0,H0
ctxbtc,2018-09-19,4.404E-5,4.404E-5,4.404E-5,4.404E-5,119.82126207,V2
stjbtc,2018-09-19,4.257E-5,4.257E-5,4.257E-5,4.257E-5,109.38555,H0
eosgbp,2018-09-19,3.9897,3.9897,3.9897,3.9897,2.0,H0
zecusd,2018-09-19,113.0,113.08,113.08,113.0,2.77,H0
datbtc,2018-09-19,4.55E-6,4.55E-6,4.55E-6,4.55E-6,642.0,H0
rlcbtc,2018-09-19,5.698E-5,5.65E-5,5.698E-5,5.65E-5,524.02869101,H0
zrxeth,2018-09-19,0.0024925,0.0024925,0.0024925,0.0024925,60.855,H0
lymusd,2018-09-19,0.017706,0.017706,0.017706,0.017706,1708.2,H0
repbtc,2018-09-19,0.001957,0.001957,0.001957,0.001957,1.9080000000000001,H0
tnbbtc,2018-09-19,1.35E-6,1.33E-6,1.35E-6,1.33E-6,12648.423670999999,H0
xtzusd,2018-09-19,1.58,1.58,1.58,1.58,758.50175172,H0
reqbtc,2018-09-19,6.34E-6,6.34E-6,6.34E-6,6.34E-6,585.0,K1
xlmusd,2018-09-19,0.20715,0.20715,0.20715,0.20715,100.0,H0
absusd,2018-09-19,0.01215,0.01215,0.01215,0.01215,1000.0,H0
daiusd,2018-09-19,0.99811,0.9981,0.99811,0.9981,2494.97,K1
goteur,2018-09-19,0.48075548,0.48075548,0.48075548,0.48075548,205.71,H0
abseth,2018-09-19,5.609E-5,5.609E-5,5.609E-5,5.609E-5,1000.0,H0
