filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-03-05,1278.5,1278.4,1278.5,1278.4,2.05700793,K1
rrtusd,2017-03-05,0.14132,0.14132,0.14132,0.14132,0.98604981,H0
ethbtc,2017-03-05,0.015097999999999999,0.01521,0.01521,0.015097,1001.92426529,V2
dshbtc,2017-03-05,0.033306999999999996,0.033306999999999996,0.033306999999999996,0.033306999999999996,2.0,H0
xmrusd,2017-03-05,15.251,15.251,15.251,15.251,38.584,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-03-05,19.336,19.339000000000002,19.352,19.336,218.77547249,V2
zecusd,2017-03-05,39.54,39.54,39.54,39.54,0.37007367,V2
zecbtc,2017-03-05,0.031087,0.031088,0.031088,0.031087,2.0,V2
ltcbtc,2017-03-05,0.003141,0.003141,0.003141,0.003141,31.511629,H0
filename,date,open,close,high,low,volume,PPO_RESULT
dshusd,2017-03-05,42.769,42.769,42.77,42.769,24.260666,H0
xmrbtc,2017-03-05,0.01201,0.01201,0.01201,0.01201,2.0,V2
etcusd,2017-03-05,1.3939,1.3939,1.3939,1.3939,265.507627,H0
ltcusd,2017-03-05,4.013,4.0137,4.0137,4.013,32.380296,H0
etcbtc,2017-03-05,0.0010954,0.0010954,0.0010954,0.0010954,296.51832923,H0
