filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-12-22,859.19,859.2,859.2,859.01,4.48050312,H0
rrtusd,2016-12-22,0.062538,0.062538,0.062538,0.062538,0.24227781,H0
ethbtc,2016-12-22,0.008754999999999999,0.008754999999999999,0.008754999999999999,0.008754999999999999,1.65005188,H0
xmrusd,2016-12-22,8.9248,8.9248,8.9248,8.9248,1.09531593,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-12-22,7.5603,7.5613,7.5613,7.5603,3.3090733,H0
zecusd,2016-12-22,46.881,46.881,46.881,46.881,0.010098000000000001,H0
rrtbtc,2016-12-22,6.7E-5,6.7E-5,6.7E-5,6.7E-5,1.0,H0
zecbtc,2016-12-22,0.055,0.055,0.055,0.055,5.0,H0
ltcbtc,2016-12-22,0.0042957,0.0042957,0.0042957,0.0042957,0.12793494,H0
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2016-12-22,0.010393000000000001,0.010393000000000001,0.010393000000000001,0.010393000000000001,47.6027,H0
etcusd,2016-12-22,1.0938,1.0938,1.0938,1.0938,29.91,H0
ltcusd,2016-12-22,3.6742,3.6742,3.6742,3.6742,0.12767907,H0
etcbtc,2016-12-22,0.0012778,0.0012779000000000002,0.0012779000000000002,0.0012778,255.0,H0
