filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-06,615.23,615.23,615.23,615.23,1.18605638,H0
ethbtc,2016-09-06,0.019121,0.019121,0.019121,0.019121,17.8429,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-06,11.773,11.773,11.773,11.773,1.0,H0
ltcbtc,2016-09-06,0.006474,0.006475,0.006475,0.006474,26.44,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-06,1.4711,1.4729,1.4729,1.4711,23.23528,H0
ltcusd,2016-09-06,3.97,3.97,3.97,3.97,1.300157,H0
etcbtc,2016-09-06,0.0023956,0.0023999000000000004,0.0023999000000000004,0.0023956,2.1,H0
