filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-10,618.87,618.87,618.87,618.87,119.25655,H0
rrtusd,2016-10-10,0.2,0.2,0.2,0.2,0.1,H0
ethbtc,2016-10-10,0.018940000000000002,0.018940000000000002,0.018940000000000002,0.018940000000000002,9.79,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-10,11.732000000000001,11.732000000000001,11.732000000000001,11.732000000000001,0.1,H0
rrtbtc,2016-10-10,0.00162,0.00162,0.00162,0.00162,0.1,H0
ltcbtc,2016-10-10,0.0061499,0.0061499,0.0061499,0.0061499,10.011011,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-10,1.1588,1.1557,1.1588,1.1553,6.5,H0
ltcusd,2016-10-10,3.784,3.784,3.784,3.784,0.2,H0
etcbtc,2016-10-10,0.0018620000000000002,0.0018620000000000002,0.0018620000000000002,0.0018620000000000002,16.701478,H0
