filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-15,564.64,564.64,564.64,564.41,0.70447588,K1
ethbtc,2016-08-15,0.019752000000000002,0.019752000000000002,0.019752000000000002,0.019752000000000002,2.21652816,V2
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-15,11.13,11.13,11.13,11.13,1.10937345,V2
ltcbtc,2016-08-15,0.0062475000000000004,0.0062475000000000004,0.0062475000000000004,0.0062475000000000004,115.13152057,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-15,1.8530000000000002,1.8530000000000002,1.8530000000000002,1.8530000000000002,6.67009514,H0
ltcusd,2016-08-15,3.53,3.53,3.53,3.53,3.123672,H0
etcbtc,2016-08-15,0.0032781999999999998,0.0032781999999999998,0.0032781999999999998,0.0032589,80.0,H0
