filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-12,611.46,611.62,611.62,611.46,1.7350166799999998,H0
ethbtc,2016-09-12,0.019496,0.01937,0.019525,0.019344,925.98681205,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-12,11.972999999999999,12.058,12.058,11.972999999999999,902.5097499999997,H0
ltcbtc,2016-09-12,0.0062827,0.0062827,0.0062827,0.0062827,0.11,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-12,1.3301,1.3301,1.3301,1.3301,1094.9877609999999,V2
ltcusd,2016-09-12,3.8569,3.8569,3.8569,3.8569,2.6547,V2
etcbtc,2016-09-12,0.00218,0.00218,0.00218,0.00218,750.0,V2
