filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-04-22,1345.9,1346.4,1347.5,1345.3,4.66992739,H0
rrtusd,2017-04-22,0.1011,0.1011,0.1011,0.1011,1.04707312,V2
ethbtc,2017-04-22,0.038819,0.038819,0.038819,0.038819,2.674402,H0
dshbtc,2017-04-22,0.05745599999999999,0.057543,0.057547,0.05745599999999999,13.763513699999999,H0
xmrusd,2017-04-22,21.884,21.875,21.884,21.875,22.481232220000006,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-04-22,52.151,52.151,52.151,52.151,2.49999164,H0
zecusd,2017-04-22,74.457,74.457,74.457,74.457,0.00369763,V2
rrtbtc,2017-04-22,7.8E-5,7.8E-5,7.8E-5,7.8E-5,5.22805099,V2
zecbtc,2017-04-22,0.055815,0.055815,0.055815,0.055815,0.19262979,V2
ltcbtc,2017-04-22,0.011470000000000001,0.011470000000000001,0.011470000000000001,0.011470000000000001,36.75693749,H0
filename,date,open,close,high,low,volume,PPO_RESULT
dshusd,2017-04-22,77.291,77.296,77.296,77.29,0.42903888,H0
xmrbtc,2017-04-22,0.016291999999999997,0.016291999999999997,0.016291999999999997,0.016291999999999997,4.5,H0
etcusd,2017-04-22,3.4499,3.4499,3.4499,3.4499,1322.44398388,H0
etcbtc,2017-04-22,0.0025661,0.0025661,0.0025661,0.0025661,22.4125623,V2
