filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-11-16,744.98,744.98,744.99,744.98,8.396585649999999,V2
rrtusd,2016-11-16,0.0585,0.0595,0.0595,0.0585,779.0,H0
ethbtc,2016-11-16,0.01351,0.01351,0.01351,0.01351,14.999999999999998,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-11-16,10.045,10.045,10.045,10.045,0.1315,H0
zecusd,2016-11-16,95.45700000000001,95.45700000000001,95.45700000000001,95.45700000000001,0.01019754,H0
rrtbtc,2016-11-16,8.13E-5,8.13E-5,8.13E-5,8.13E-5,928.0,H0
zecbtc,2016-11-16,0.1308,0.1308,0.1308,0.1308,0.09189466,H0
ltcbtc,2016-11-16,0.005285,0.005285,0.005285,0.005285,10.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-11-16,0.9091899999999999,0.9091899999999999,0.9091899999999999,0.9091899999999999,1010.906509,K1
ltcusd,2016-11-16,3.94,3.94,3.94,3.94,2.0,V2
etcbtc,2016-11-16,0.0012200999999999998,0.0012200999999999998,0.0012200999999999998,0.0012200999999999998,14.94532501,K1
