filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-21,636.54,636.73,636.73,636.54,6.28140704,H0
rrtusd,2016-10-21,0.095,0.095,0.095,0.095,360.7816,H0
ethbtc,2016-10-21,0.019149,0.019149,0.019149,0.019149,0.340512,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-21,12.196,12.196,12.196,12.196,25.33859955,H0
rrtbtc,2016-10-21,1.5E-4,1.5E-4,1.5E-4,1.5E-4,2500.0,H0
ltcbtc,2016-10-21,0.00605,0.0060539999999999995,0.0060539999999999995,0.00605,128.69400000000002,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-21,1.0337,1.0337,1.0337,1.0337,1.9322,H0
ltcusd,2016-10-21,3.8569,3.8569,3.8569,3.8569,20.0,H0
etcbtc,2016-10-21,0.001625,0.001625,0.001625,0.001625,81.10990081,H0
