filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-05-08,1702.8,1703.5,1703.6,1702.7,8.82528991,H0
rrtusd,2017-05-08,0.0949,0.0949,0.0949,0.0949,18.03803804,V2
ethbtc,2017-05-08,0.052110000000000004,0.052114999999999995,0.052114999999999995,0.052022000000000006,241.02625134,H0
dshbtc,2017-05-08,0.058539999999999995,0.058543,0.058543,0.058539999999999995,0.1995338,H0
xmrusd,2017-05-08,30.25,30.25,30.25,30.25,2.9649240000000003,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-05-08,88.9,88.97399999999999,88.98,88.899,118.25709805,H0
zecusd,2017-05-08,106.05,106.08,106.08,106.05,11.030297999999998,K1
rrtbtc,2017-05-08,5.596E-5,5.631E-5,5.631E-5,5.596E-5,27.03,V2
zecbtc,2017-05-08,0.061602,0.061602,0.061602,0.061602,0.01482761,H0
ltcbtc,2017-05-08,0.016831,0.01687,0.01687,0.016781,75.21072000000002,H0
filename,date,open,close,high,low,volume,PPO_RESULT
dshusd,2017-05-08,99.999,99.999,99.999,99.999,1.0,H0
xmrbtc,2017-05-08,0.017747,0.017748,0.017748,0.017747,40.0,H0
etcusd,2017-05-08,6.42,6.42,6.42,6.42,10.10151696,H0
ltcusd,2017-05-08,28.708000000000002,28.706,28.708000000000002,28.676,53.96313763,H0
etcbtc,2017-05-08,0.0037510999999999994,0.0037500999999999997,0.0037516,0.0037500999999999997,1800.0,H0
