filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-04,610.86,610.98,610.98,610.86,0.394831,H0
ethbtc,2016-10-04,0.021736000000000002,0.021736000000000002,0.021736000000000002,0.021736000000000002,3.02,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-04,13.27,13.27,13.27,13.27,2.2965419999999996,H0
ltcbtc,2016-10-04,0.00626,0.006258,0.00626,0.006258,30.53,K1
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-04,1.1631,1.1638,1.1638,1.1631,1311.841958,H0
ltcusd,2016-10-04,3.8142,3.8142,3.8142,3.8142,10.2,H0
etcbtc,2016-10-04,0.0019010000000000001,0.0019000999999999998,0.0019010000000000001,0.0019,237.57800288,K1
