filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-19,573.5,573.51,573.51,573.5,12.49655485,H0
ethbtc,2016-08-19,0.01865,0.01865,0.01865,0.01865,3.77050518,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-19,10.68,10.68,10.68,10.68,1.982,V2
ltcbtc,2016-08-19,0.006243,0.006243,0.006243,0.006243,1.22375,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-19,1.7754,1.7754,1.7754,1.7754,10.067,H0
ltcusd,2016-08-19,3.6225,3.6226,3.6226,3.6225,15.0,H0
etcbtc,2016-08-19,0.0031079999999999997,0.0031081,0.0031081,0.0031079999999999997,10.067,H0
