filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-19,609.79,609.79,609.79,609.79,0.10467435,H0
ethbtc,2016-09-19,0.021654,0.021654,0.021654,0.021654,10.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-19,13.22,13.22,13.22,13.22,0.9277,V2
ltcbtc,2016-09-19,0.0062611,0.0062611,0.0062611,0.0062611,0.2636167,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-19,1.28,1.28,1.28,1.28,800.2302229999998,H0
ltcusd,2016-09-19,3.8369999999999997,3.8369999999999997,3.8369999999999997,3.8369999999999997,16.1615122,H0
etcbtc,2016-09-19,0.0021,0.0021,0.0021,0.0021,696.5421,H0
