filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-27,568.55,568.55,568.55,568.55,0.06683179,H0
ethbtc,2016-08-27,0.019589,0.019573,0.019589,0.019573,1.28202465,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-27,11.113,11.113,11.113,11.113,0.1083,H0
ltcbtc,2016-08-27,0.0065439999999999995,0.006541,0.006548,0.006541,15.826429280000005,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-27,1.3495,1.3495,1.3495,1.3495,28.212940000000003,V2
ltcusd,2016-08-27,3.7586,3.758,3.7586,3.758,49.8088,H0
etcbtc,2016-08-27,0.002357,0.002357,0.002357,0.002357,8.801619,V2
