filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-04-17,1239.7,1240.0,1240.0,1239.1,4.72598771,H0
rrtusd,2017-04-17,0.10400000000000001,0.10400000000000001,0.10400000000000001,0.10400000000000001,0.12921963,H0
ethbtc,2017-04-17,0.03998,0.039979,0.03998,0.039979,10.0,H0
dshbtc,2017-04-17,0.063248,0.063248,0.063248,0.063248,0.5,H0
xmrusd,2017-04-17,21.15,21.15,21.15,21.15,77.41508633,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-04-17,49.52,49.52,49.52,49.52,2.598552,V2
zecusd,2017-04-17,72.125,72.1,72.126,72.001,19.59165027,H0
rrtbtc,2017-04-17,8.4E-5,8.4E-5,8.4E-5,8.4E-5,9.99,V2
zecbtc,2017-04-17,0.058325,0.058325,0.058325,0.058325,0.34,H0
ltcbtc,2017-04-17,0.0094024,0.009276999999999999,0.0094024,0.009276999999999999,341.7380550000001,H0
filename,date,open,close,high,low,volume,PPO_RESULT
dshusd,2017-04-17,78.205,78.202,78.206,78.2,0.5,H0
xmrbtc,2017-04-17,0.017111,0.017111,0.017111,0.017111,1.5,H0
etcusd,2017-04-17,2.6725,2.6954,2.6954,2.6725,163.44229675,H0
etcbtc,2017-04-17,0.002159,0.002159,0.002159,0.002159,2.1,H0
