filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-12-05,752.05,750.62,752.05,750.62,2.38441366,H0
rrtusd,2016-12-05,0.05112,0.05112,0.05112,0.05112,824.81148728,H0
ethbtc,2016-12-05,0.009012000000000001,0.009012000000000001,0.009012000000000001,0.009012000000000001,7.86416337,H0
xmrusd,2016-12-05,7.7836,7.7836,7.7836,7.7836,0.127341,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-12-05,6.7864,6.7864,6.7864,6.7864,49.9283,H0
zecusd,2016-12-05,53.756,53.756,53.756,53.756,0.017611,H0
rrtbtc,2016-12-05,6.786E-5,6.786E-5,6.786E-5,6.786E-5,823.16186431,H0
zecbtc,2016-12-05,0.07141499999999999,0.07141499999999999,0.07141499999999999,0.07141499999999999,0.70274926,H0
ltcbtc,2016-12-05,0.004645600000000001,0.004645600000000001,0.004645600000000001,0.004645600000000001,11.01167192,H0
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2016-12-05,0.010358,0.010358,0.010358,0.010358,3.896585,H0
etcusd,2016-12-05,0.83001,0.83001,0.83001,0.83001,35.23,H0
ltcusd,2016-12-05,3.4783,3.4783,3.4783,3.4783,0.36986575,H0
etcbtc,2016-12-05,0.001109,0.0011070000000000001,0.001109,0.0011070000000000001,32.76351875,H0
