filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-12-16,784.17,784.17,784.17,784.17,0.0417,V2
rrtusd,2016-12-16,0.05149,0.053456,0.053456,0.05149,5500.0,H0
ethbtc,2016-12-16,0.01001,0.01001,0.01001,0.01001,0.1996,H0
xmrusd,2016-12-16,8.5117,8.5117,8.5117,8.5117,15.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-12-16,7.888999999999999,7.8943,7.8943,7.888999999999999,3.5,H0
zecusd,2016-12-16,39.922,39.922,39.922,39.922,0.01129584,K1
zecbtc,2016-12-16,0.051061,0.051061,0.051061,0.051061,0.04,H0
ltcbtc,2016-12-16,0.004629,0.00463,0.004633,0.004629,19.8,H0
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2016-12-16,0.010894,0.010894,0.010894,0.010894,236.47699045,H0
etcusd,2016-12-16,1.0719,1.0719,1.0719,1.0719,17.830792000000006,H0
ltcusd,2016-12-16,3.6,3.6,3.6,3.6,125.24021654,V2
etcbtc,2016-12-16,0.0013614,0.0013613,0.0013614,0.0013613,22.49581974,H0
