filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2018-09-03,7269.9,7267.8,7269.9,7267.8,2.8231313,V2
dtabtc,2018-09-03,3.9E-7,3.9E-7,3.9E-7,3.9E-7,23486.26277759,H0
neojpy,2018-09-03,2619.38298978,2629.90000022,2629.90000022,2614.05091245,11.4060106,H0
sngeth,2018-09-03,8.918E-5,8.918E-5,8.918E-5,8.918E-5,1974.38491962,K1
yywusd,2018-09-03,0.026965,0.026965,0.026965,0.026965,691.22390296,H0
tnbusd,2018-09-03,0.012305,0.012305,0.012305,0.012305,2400.0,H0
mitusd,2018-09-03,0.3489,0.3489,0.3489,0.3489,116.86700284,H0
btceur,2018-09-03,6257.6,6257.6,6257.6,6257.6,0.03,V2
wprusd,2018-09-03,0.0231,0.0231,0.0231,0.0231,0.01399258,H0
xvgbtc,2018-09-03,2.46E-6,2.46E-6,2.46E-6,2.46E-6,4030.6,H0
rcnbtc,2018-09-03,3.01E-6,3.01E-6,3.01E-6,3.01E-6,2000.0,V2
seeeth,2018-09-03,8.0E-6,7.699999999999999E-6,8.0E-6,7.699999999999999E-6,17088.0,V2
veeusd,2018-09-03,0.013125,0.013125999999999999,0.013125999999999999,0.013125,4304.70060959,H0
etheur,2018-09-03,249.00274731,249.00274731,249.00274731,249.00274731,0.14358515,H0
paiusd,2018-09-03,0.35201,0.35201,0.35201,0.35201,39.582,H0
xrpbtc,2018-09-03,4.607E-5,4.608E-5,4.608E-5,4.607E-5,10876.78052569,H0
ctxeth,2018-09-03,0.0013115,0.0013115,0.0013115,0.0013115,50.0,K1
xvgeur,2018-09-03,0.01534361,0.01534361,0.01534361,0.01534361,7940.09572216,H0
iqxeos,2018-09-03,0.0023,0.0023,0.0023,0.0023,10000.0,H0
qsheth,2018-09-03,8.1283E-4,8.1284E-4,8.1284E-4,8.1283E-4,200.0,H0
rrtusd,2018-09-03,0.04,0.04,0.04,0.04,629.32,H0
sntbtc,2018-09-03,5.86E-6,5.86E-6,5.86E-6,5.86E-6,1688.66328257,H0
ethjpy,2018-09-03,32135.0,32135.0,32135.0,32135.0,2.0,H0
rlcusd,2018-09-03,0.42878,0.42951000000000006,0.42951000000000006,0.42878,786.65679721,K1
essbtc,2018-09-03,1.12E-6,1.12E-6,1.12E-6,1.12E-6,11515.77470328,K1
paibtc,2018-09-03,4.829E-5,4.829E-5,4.829E-5,4.829E-5,122.47575176,H0
ncausd,2018-09-03,0.0086,0.0086636,0.0086636,0.0086,6203.238690570001,H0
batusd,2018-09-03,0.22757,0.22757,0.22757,0.22757,13191.0,H0
atmbtc,2018-09-03,1.56E-6,1.56E-6,1.56E-6,1.56E-6,1969.87179487,V2
sanbtc,2018-09-03,9.37E-5,9.641E-5,9.641E-5,9.37E-5,1963.92785571,H0
dadbtc,2018-09-03,1.4999999999999999E-5,1.4999999999999999E-5,1.4999999999999999E-5,1.4999999999999999E-5,579.1,V2
ethbtc,2018-09-03,0.039811,0.039811,0.039811,0.039811,2.9,H0
gntusd,2018-09-03,0.17948,0.17948,0.17948,0.17948,80.71436051,H0
repeth,2018-09-03,0.070884,0.070884,0.070884,0.070884,6.9860000000000015,V2
waxbtc,2018-09-03,1.107E-5,1.107E-5,1.107E-5,1.107E-5,1009.92706466,V2
xlmgbp,2018-09-03,0.17377793,0.17377793,0.17377793,0.17377793,58.61353027,H0
fsnusd,2018-09-03,1.2035,1.1967,1.2035,1.1967,20.0,H0
funusd,2018-09-03,0.018024000000000002,0.018024000000000002,0.018024000000000002,0.018024000000000002,1535.1236,H0
qshbtc,2018-09-03,3.2500000000000004E-5,3.189E-5,3.34E-5,3.178E-5,2105.73057855,H0
antusd,2018-09-03,1.2369,1.2369,1.2369,1.2369,0.25942669,K1
elfbtc,2018-09-03,5.986E-5,5.986E-5,5.986E-5,5.986E-5,40.0,H0
hotbtc,2018-09-03,1.88E-6,1.88E-6,1.88E-6,1.88E-6,2454.47,V2
odeeth,2018-09-03,9.859E-4,0.00125,0.00125,9.202E-4,14521.45247996,V2
zrxbtc,2018-09-03,1.0941E-4,1.0941E-4,1.0941E-4,1.0941E-4,90.34239768,V2
bntusd,2018-09-03,1.68,1.68,1.68,1.68,67.18642009999999,H0
rcnusd,2018-09-03,0.021702000000000003,0.021659,0.021702000000000003,0.021659,13929.68992916,H0
seneth,2018-09-03,1.737E-5,1.775E-5,1.775E-5,1.737E-5,40000.0,H0
aidusd,2018-09-03,0.072199,0.0722,0.0722,0.072199,7903.0,K1
iqxusd,2018-09-03,0.0149,0.0149,0.0149,0.0149,1315.31531532,H0
qtmeth,2018-09-03,0.016525,0.016525,0.016525,0.016525,90.76606559,H0
iotbtc,2018-09-03,9.611E-5,9.611E-5,9.611E-5,9.611E-5,876.64522297,H0
utkbtc,2018-09-03,4.18E-6,4.18E-6,4.18E-6,4.18E-6,1587.0,V2
xvgjpy,2018-09-03,1.93360047,1.93360047,1.93360047,1.93360047,9112.49688397,H0
datusd,2018-09-03,0.037937,0.037936000000000004,0.037937,0.037936000000000004,1560.44982144,H0
bcibtc,2018-09-03,2.2886E-4,2.3267E-4,2.3267E-4,2.2886E-4,54.0,K1
bftusd,2018-09-03,0.0496,0.0496,0.0496,0.0496,1072.0,H0
dateth,2018-09-03,1.4017E-4,1.4017E-4,1.4017E-4,1.4017E-4,450.84802496,H0
dshbtc,2018-09-03,0.029906,0.029906,0.029906,0.029906,0.6897846,H0
etpeth,2018-09-03,0.010999,0.011000000000000001,0.011000000000000001,0.010999,23.596,H0
xrpusd,2018-09-03,0.3345,0.33431,0.33485,0.33376,153746.14473229,H0
poausd,2018-09-03,0.094,0.094,0.094,0.094,299.69903239,H0
vetusd,2018-09-03,0.018505,0.017838999999999997,0.018505,0.017838999999999997,56526.0,H0
elfeth,2018-09-03,0.0015027,0.0015027,0.0015027,0.0015027,34.3,H0
mtnusd,2018-09-03,0.028898000000000004,0.028899,0.028899,0.028898000000000004,3771.68306954,H0
btcjpy,2018-09-03,806820.0,806820.0,806820.0,806820.0,0.15,H0
saneth,2018-09-03,0.0022140999999999997,0.0022140999999999997,0.0022140999999999997,0.0022140999999999997,125.0,K1
xvgusd,2018-09-03,0.018064,0.018064,0.018064,0.018064,65065.0,H0
lrcusd,2018-09-03,0.1295,0.1307,0.1307,0.1295,136.07793758,H0
sanusd,2018-09-03,0.675,0.68,0.68,0.675,1079.74971388,H0
aidbtc,2018-09-03,9.85E-6,9.85E-6,9.85E-6,9.85E-6,691.77337102,H0
spkusd,2018-09-03,0.0451,0.0451,0.0451,0.0451,80.36947882,H0
rdneth,2018-09-03,0.0017112000000000002,0.0017112000000000002,0.0017112000000000002,0.0017112000000000002,97.15853753,K1
omgeth,2018-09-03,0.015142,0.015142,0.015142,0.015142,0.0084426,H0
sntusd,2018-09-03,0.043094,0.043094,0.043094,0.043094,8241.77245419,H0
aioeth,2018-09-03,0.0019866,0.0019866,0.0019866,0.0019866,50.6,H0
anteth,2018-09-03,0.0039789000000000005,0.0039789000000000005,0.0039789000000000005,0.0039789000000000005,10.0,K1
agiusd,2018-09-03,0.049411000000000004,0.049411000000000004,0.049411000000000004,0.049411000000000004,1767.17273072,H0
avtbtc,2018-09-03,7.25E-5,7.25E-5,7.25E-5,7.25E-5,40.0,K1
bbneth,2018-09-03,2.22E-5,2.168E-5,2.22E-5,2.168E-5,22662.21530442,H0
waxusd,2018-09-03,0.0809,0.0809,0.0809,0.0809,321.43454635,H0
cndusd,2018-09-03,0.019143,0.019143,0.019143,0.019143,4726.21983804,K1
sngbtc,2018-09-03,3.49E-6,3.49E-6,3.49E-6,3.49E-6,1081.0,V2
xmrusd,2018-09-03,134.88,134.87,134.88,134.87,3.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ioseth,2018-09-03,5.695E-5,5.695E-5,5.695E-5,5.695E-5,1982.82533287,H0
cbteth,2018-09-03,4.79E-5,4.79E-5,4.79E-5,4.79E-5,1050.0,H0
iosbtc,2018-09-03,2.25E-6,2.25E-6,2.25E-6,2.25E-6,5431.30881095,H0
esseth,2018-09-03,2.533E-5,2.533E-5,2.533E-5,2.533E-5,42452.75836582,V2
stjusd,2018-09-03,0.3131,0.31321,0.31321,0.3131,44.0,V2
xrausd,2018-09-03,0.0418,0.0418,0.0418,0.0418,500.0,H0
iqxbtc,2018-09-03,2.05E-6,2.05E-6,2.05E-6,2.05E-6,1314.0,V2
odebtc,2018-09-03,3.946E-5,3.749E-5,3.946E-5,3.749E-5,19150.0,H0
neobtc,2018-09-03,0.0031589,0.0031589,0.0031589,0.0031589,1.8,H0
lrceth,2018-09-03,4.0001E-4,4.0E-4,4.0001E-4,4.0E-4,921.42,H0
vetbtc,2018-09-03,2.7000000000000004E-6,2.6E-6,2.7000000000000004E-6,2.6E-6,49120.21538462,H0
ethusd,2018-09-03,289.28,289.28,289.29,289.28,13.939461999999999,H0
hotusd,2018-09-03,0.0136,0.0136,0.0136,0.0136,7851.220915000001,H0
aideth,2018-09-03,2.4375E-4,2.4375E-4,2.4375E-4,2.4375E-4,1085.7,H0
aiousd,2018-09-03,0.57514,0.57514,0.57514,0.57514,149.77786526,H0
dgxusd,2018-09-03,44.998999999999995,44.998999999999995,44.998999999999995,44.998999999999995,0.47585631,H0
eoseth,2018-09-03,0.022363,0.022391,0.022391,0.022363,15.60857493,H0
aucusd,2018-09-03,0.062,0.062,0.062,0.062,494.310658,K1
bftbtc,2018-09-03,6.900000000000001E-6,6.900000000000001E-6,6.900000000000001E-6,6.900000000000001E-6,499.9,V2
ioteur,2018-09-03,0.60312,0.60312,0.60312,0.60312,565.16451382,H0
kncbtc,2018-09-03,7.284E-5,7.284E-5,7.284E-5,7.284E-5,110.0,H0
repusd,2018-09-03,20.9,20.9,20.9,20.9,0.6,H0
senusd,2018-09-03,0.0048499,0.00485,0.00485,0.0048499,32785.09576628,K1
atmusd,2018-09-03,0.012,0.012,0.012,0.012,995.80480917,H0
iotgbp,2018-09-03,0.54667416,0.54667416,0.54667416,0.54667416,28.39716695,H0
neousd,2018-09-03,22.936,22.947,22.958000000000002,22.936,203.6355,H0
qshusd,2018-09-03,0.23596,0.23596,0.23596,0.23596,114.92142831,V2
eosjpy,2018-09-03,734.04931283,733.93822788,734.04931283,733.93822788,33.99973992,H0
xlmbtc,2018-09-03,3.029E-5,3.029E-5,3.029E-5,3.029E-5,649.745543,V2
dadeth,2018-09-03,3.7813E-4,3.7786E-4,3.782E-4,3.7786E-4,602.826,V2
hoteth,2018-09-03,4.688E-5,4.688E-5,4.688E-5,4.688E-5,5.0E-6,H0
rdnbtc,2018-09-03,6.947E-5,6.947E-5,6.947E-5,6.947E-5,299.18,H0
iosusd,2018-09-03,0.01614,0.016138999999999997,0.01614,0.016138999999999997,5502.019931090002,V2
orsbtc,2018-09-03,5.66E-6,6.0E-6,6.0E-6,5.66E-6,4008.7515530999995,H0
aiobtc,2018-09-03,7.0E-5,7.0E-5,7.0E-5,7.0E-5,40.49064831000001,V2
poaeth,2018-09-03,3.15E-4,3.15E-4,3.15E-4,3.15E-4,164.0,H0
bciusd,2018-09-03,1.64,1.64,1.64,1.64,15.0,H0
btcgbp,2018-09-03,5647.8,5647.8,5647.8,5647.8,0.047,H0
dthusd,2018-09-03,0.029723000000000003,0.029723000000000003,0.029723000000000003,0.029723000000000003,5045.1,H0
bfteth,2018-09-03,1.7350000000000002E-4,1.7350000000000002E-4,1.7350000000000002E-4,1.7350000000000002E-4,1217.18,H0
poyeth,2018-09-03,7.4E-4,7.4E-4,7.4E-4,7.4E-4,99.9,K1
xlmeur,2018-09-03,0.19360553,0.1937088,0.1937088,0.19360553,13277.87169759,V2
fsnbtc,2018-09-03,1.6296E-4,1.6296E-4,1.6296E-4,1.6296E-4,20.0,H0
funbtc,2018-09-03,2.5E-6,2.5E-6,2.5E-6,2.5E-6,616.0,V2
seebtc,2018-09-03,3.3E-7,3.3E-7,3.3E-7,3.3E-7,640000.0,H0
spketh,2018-09-03,1.6127E-4,1.6127E-4,1.6127E-4,1.6127E-4,257.10922495,V2
