filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-30,579.49,579.49,579.49,579.49,0.1746,H0
ethbtc,2016-08-30,0.019524,0.019475,0.019524,0.019475,0.563951,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-30,11.29,11.29,11.29,11.29,3.95558153,H0
ltcbtc,2016-08-30,0.006590100000000001,0.006590100000000001,0.006590100000000001,0.006590100000000001,0.1002004,V2
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-30,1.2495,1.2495,1.2495,1.2495,0.556,K1
ltcusd,2016-08-30,3.803,3.803,3.803,3.803,0.10473333,V2
etcbtc,2016-08-30,0.00214,0.00214,0.00214,0.00214,215.866898,K1
