filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-12-31,13822.0,13769.0,13822.0,13757.0,14.8452114,H0
yywusd,2017-12-31,0.284,0.284,0.284,0.284,58.0,H0
btceur,2017-12-31,11467.0,11467.0,11467.0,11467.0,1.382,H0
xrpbtc,2017-12-31,1.4282E-4,1.4286E-4,1.4287E-4,1.4266E-4,10159.34266482,H0
qsheth,2017-12-31,0.001189,0.001189,0.001189,0.001189,501.76346817,H0
rrtusd,2017-12-31,0.20343,0.20343,0.20343,0.20343,512.75623064,H0
sntbtc,2017-12-31,1.635E-5,1.647E-5,1.647E-5,1.635E-5,604.0,H0
sanbtc,2017-12-31,3.8989999999999994E-4,3.8989999999999994E-4,3.8989999999999994E-4,3.8989999999999994E-4,8.2351467,H0
ethbtc,2017-12-31,0.053458000000000006,0.053502999999999995,0.053538999999999996,0.053438,3.42554589,H0
gntusd,2017-12-31,0.83801,0.83801,0.83801,0.83801,14.0,H0
qshbtc,2017-12-31,6.08E-5,6.08E-5,6.08E-5,6.08E-5,540.28378224,H0
avteth,2017-12-31,0.0053100000000000005,0.0053100000000000005,0.00534,0.0053100000000000005,242.73171959,H0
edoeth,2017-12-31,0.005,0.005,0.005,0.005,15.95439,H0
qtmeth,2017-12-31,0.071632,0.071042,0.071632,0.071,230.0,H0
iotbtc,2017-12-31,2.5499999999999996E-4,2.5502E-4,2.5502E-4,2.5499999999999996E-4,148.41088455,H0
datusd,2017-12-31,0.1935,0.1935,0.1935,0.1935,171.07420242,H0
dateth,2017-12-31,2.6073E-4,2.6073E-4,2.6073E-4,2.6073E-4,241.0,V2
dshbtc,2017-12-31,0.07324,0.07324,0.07324,0.07324,1.473525,H0
etpeth,2017-12-31,0.0036,0.0036,0.0036,0.0036,2000.0,H0
xrpusd,2017-12-31,1.9713,1.9657,1.9718,1.9641,15118.59553738,H0
saneth,2017-12-31,0.0076658,0.007712600000000001,0.007712600000000001,0.0076658,578.87094998,H0
sanusd,2017-12-31,5.399,5.426,5.426,5.399,20.0,H0
omgeth,2017-12-31,0.026618,0.026618,0.026618,0.026618,10.0,H0
sntusd,2017-12-31,0.22446,0.2243,0.22446,0.22233000000000003,33207.29108865,H0
avtbtc,2017-12-31,2.7E-4,2.7E-4,2.7E-4,2.7E-4,20.90476361,H0
xmrusd,2017-12-31,329.54,330.48,330.48,328.9,2.909697,K1
filename,date,open,close,high,low,volume,PPO_RESULT
neobtc,2017-12-31,0.0054402,0.0054402,0.0054402,0.0054402,3.5,H0
ethusd,2017-12-31,738.06,736.77,739.17,736.77,11.46006298,H0
eoseth,2017-12-31,0.010392,0.010406,0.010406,0.010392,150.0,V2
ioteur,2017-12-31,2.92354966,2.92438306,2.92438306,2.92354966,197.20654339,H0
neousd,2017-12-31,75.015,74.995,75.015,74.995,10.54297009,H0
