filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-27,605.53,605.53,605.53,605.53,0.10852358,V2
ethbtc,2016-09-27,0.02155,0.02155,0.02155,0.02155,0.50473051,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-27,13.084000000000001,13.084000000000001,13.084000000000001,13.084000000000001,0.3668,K1
ltcbtc,2016-09-27,0.0063549999999999995,0.0063549999999999995,0.0063549999999999995,0.0063549999999999995,7.54433,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-27,1.2,1.2,1.2,1.2,100.0,H0
ltcusd,2016-09-27,3.843,3.843,3.843,3.8360000000000003,66.11990300000001,H0
etcbtc,2016-09-27,0.0019879000000000003,0.0019879000000000003,0.0019879000000000003,0.0019879000000000003,749.78322,H0
