filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-13,582.75,583.73,583.73,582.75,0.10279278,V2
ethbtc,2016-08-13,0.01975,0.01975,0.01975,0.01975,43.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-13,11.49,11.49,11.49,11.49,53.434877,H0
ltcbtc,2016-08-13,0.00633,0.00633,0.00633,0.00633,80.359832,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-13,1.8628,1.8751,1.8751,1.8628,5.08,H0
ltcusd,2016-08-13,3.69,3.69,3.69,3.69,9.827738,K1
etcbtc,2016-08-13,0.00317,0.003193,0.0031940000000000002,0.00317,1003.8016859999999,H0
