filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-01-26,915.12,915.12,915.12,915.12,0.26,H0
rrtusd,2017-01-26,0.05359,0.05359,0.05359,0.05359,7.32002222,H0
ethbtc,2017-01-26,0.011522,0.011519,0.011522,0.011518,50.6108,K1
xmrusd,2017-01-26,11.855,11.855,11.855,11.855,19.620379,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-01-26,10.58,10.58,10.58,10.58,400.0,H0
zecusd,2017-01-26,38.175,38.165,38.175,38.165,5.3,H0
rrtbtc,2017-01-26,5.933E-5,5.933E-5,5.933E-5,5.933E-5,7.30538218,H0
zecbtc,2017-01-26,0.041753,0.04183,0.04183,0.041753,5.25567909,H0
ltcbtc,2017-01-26,0.0041804,0.0041803000000000005,0.0041804,0.0041803000000000005,58.673,H0
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2017-01-26,0.013040000000000001,0.013040000000000001,0.013040000000000001,0.013040000000000001,0.10401501,H0
etcusd,2017-01-26,1.3269,1.3269,1.3269,1.3269,0.59055,H0
ltcusd,2017-01-26,3.8368,3.8368,3.8368,3.8368,9.16344,V2
etcbtc,2017-01-26,0.001454,0.0014568,0.0014568,0.001454,14.443,H0
