filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-27,688.67,688.67,688.67,688.67,0.08,H0
rrtusd,2016-10-27,0.07,0.07,0.07,0.07,4247.2648541,H0
ethbtc,2016-10-27,0.016728,0.016728,0.016728,0.016728,9.70338173,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-27,11.503,11.503,11.503,11.503,1.1,H0
rrtbtc,2016-10-27,1.0029999999999998E-4,1.0029999999999998E-4,1.0029999999999998E-4,1.0029999999999998E-4,2000.0,H0
ltcbtc,2016-10-27,0.0058566,0.0058566,0.0058566,0.0058566,2.5039,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-27,0.9973,0.9973,0.9973,0.9973,108.609,K1
ltcusd,2016-10-27,3.992,3.992,3.992,3.992,1.0,K1
etcbtc,2016-10-27,0.00145,0.00145,0.00145,0.00145,1.527495,K1
