filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-12-08,765.01,765.01,765.01,765.01,0.0790237,H0
rrtusd,2016-12-08,0.051579999999999994,0.051579999999999994,0.051579999999999994,0.051579999999999994,501.00200401,H0
ethbtc,2016-12-08,0.010621,0.010631999999999999,0.010631999999999999,0.010621,61.10530996,H0
xmrusd,2016-12-08,7.7923,7.7923,7.7923,7.7923,0.1,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-12-08,8.174,8.1651,8.174,8.1651,7.6622035,H0
zecusd,2016-12-08,52.841,52.841,52.841,52.841,0.01172342,H0
rrtbtc,2016-12-08,9.5349E-5,9.5349E-5,9.5349E-5,9.5349E-5,500.0,H0
zecbtc,2016-12-08,0.068665,0.068665,0.068665,0.068665,0.01101346,H0
ltcbtc,2016-12-08,0.00476,0.00476,0.00476,0.00476,10.7,H0
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2016-12-08,0.0101,0.01015,0.01015,0.0101,6.94173502,H0
etcusd,2016-12-08,0.81791,0.81791,0.81791,0.81791,3.5163029999999997,K1
ltcusd,2016-12-08,3.68,3.68,3.68,3.68,3.604,V2
etcbtc,2016-12-08,0.0010608,0.0010608,0.0010608,0.0010608,23.01818741,K1
