filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-26,578.01,578.02,578.02,578.01,1.05,H0
ethbtc,2016-08-26,0.019548,0.019548,0.019548,0.019548,1.0,V2
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-26,11.217,11.217,11.217,11.217,5.11116281,H0
ltcbtc,2016-08-26,0.0065967,0.00659,0.0065967,0.00659,300.00000000000006,V2
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-26,1.4331,1.4331,1.4331,1.4331,2.0,H0
ltcusd,2016-08-26,3.84,3.84,3.84,3.84,11.3925,H0
etcbtc,2016-08-26,0.002486,0.0024927,0.0024927,0.002484,1209.86868144,H0
