filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-11-28,731.52,731.52,731.52,731.52,0.39,K1
rrtusd,2016-11-28,0.0559,0.0559,0.0559,0.0559,1012.54432915,H0
ethbtc,2016-11-28,0.011831,0.011831,0.011831,0.011831,0.1,V2
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-11-28,8.658999999999999,8.658,8.658999999999999,8.658,0.675,H0
zecusd,2016-11-28,72.133,72.133,72.133,72.133,0.4904,V2
rrtbtc,2016-11-28,7.666E-5,7.666E-5,7.666E-5,7.666E-5,1000.0,H0
zecbtc,2016-11-28,0.097232,0.095111,0.097232,0.095111,1.09184255,H0
ltcbtc,2016-11-28,0.0052621000000000005,0.0052621000000000005,0.0052621000000000005,0.0052621000000000005,1.96455033,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-11-28,0.7556,0.7556,0.7556,0.7556,131.37733500000002,V2
ltcusd,2016-11-28,3.8678,3.873,3.873,3.8678,1.7932279999999998,K1
etcbtc,2016-11-28,0.0010359000000000002,0.001036,0.001036,0.0010359000000000002,1.0,V2
