filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-21,597.43,597.43,597.43,597.43,0.22691915,H0
ethbtc,2016-09-21,0.023007,0.023007,0.023007,0.023007,70.53545606,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-21,13.81,13.76,13.81,13.76,10.82651,H0
ltcbtc,2016-09-21,0.006317199999999999,0.006317199999999999,0.006317199999999999,0.006317199999999999,16.02996727,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-21,1.2257,1.2257,1.2257,1.2257,284.144714,K1
ltcusd,2016-09-21,3.8011,3.8011,3.8011,3.8011,1.4058,K1
etcbtc,2016-09-21,0.0020510000000000003,0.0020510000000000003,0.0020510000000000003,0.0020510000000000003,401.41857400000004,H0
