filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-22,664.99,664.99,664.99,664.99,1.04615,H0
rrtusd,2016-10-22,0.09399,0.09399,0.09399,0.09399,11.8,H0
ethbtc,2016-10-22,0.01838,0.01838,0.01838,0.01838,100.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-22,12.186,12.186,12.186,12.186,1.02500001,H0
rrtbtc,2016-10-22,1.3753E-4,1.359E-4,1.3753E-4,1.359E-4,8028.02746457,H0
ltcbtc,2016-10-22,0.00589,0.00589,0.00589,0.00589,0.1,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-22,1.0544,1.0543,1.0544,1.0543,542.2420000000002,V2
ltcusd,2016-10-22,3.918,3.918,3.918,3.918,0.4363,H0
etcbtc,2016-10-22,0.0015869999999999999,0.0015839,0.0015869999999999999,0.0015839,2.1795219500000003,V2
