filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-23,658.1,659.03,659.03,658.1,0.24495011,H0
rrtusd,2016-10-23,0.09075,0.09,0.09075,0.09,5000.0,H0
ethbtc,2016-10-23,0.018352,0.018352,0.018352,0.018352,9.21776522,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-23,12.07,12.07,12.07,12.07,24.94204769,H0
rrtbtc,2016-10-23,1.4E-4,1.459E-4,1.459E-4,1.4E-4,100.0,H0
ltcbtc,2016-10-23,0.005940600000000001,0.005940600000000001,0.005940600000000001,0.005940600000000001,62.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-23,1.0481,1.0481,1.0481,1.0481,2.00013,H0
ltcusd,2016-10-23,3.903,3.8997,3.903,3.8997,15.0,H0
etcbtc,2016-10-23,0.0015911,0.001591,0.0015911,0.001591,1269.55393924,H0
