filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-01-11,779.57,779.54,779.57,778.58,2.4492057000000003,H0
rrtusd,2017-01-11,0.04503,0.04503,0.04503,0.04503,22.0412292,H0
ethbtc,2017-01-11,0.012327,0.012327,0.012327,0.012327,0.51718831,H0
xmrusd,2017-01-11,11.686,11.686,11.686,11.684000000000001,32.24321768,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-01-11,9.7,9.7,9.7,9.7,0.51822476,H0
zecusd,2017-01-11,40.330999999999996,40.330999999999996,40.330999999999996,40.330999999999996,0.02976483,H0
rrtbtc,2017-01-11,6.999E-5,6.999E-5,6.999E-5,6.999E-5,172.03543363,V2
zecbtc,2017-01-11,0.0522,0.0522,0.0522,0.0522,0.00337,H0
ltcbtc,2017-01-11,0.0049773000000000005,0.0049773000000000005,0.0049773000000000005,0.0049773000000000005,0.1,V2
filename,date,open,close,high,low,volume,PPO_RESULT
xmrbtc,2017-01-11,0.014891999999999999,0.014891999999999999,0.014891999999999999,0.014891999999999999,7.027,H0
etcusd,2017-01-11,1.1851,1.185,1.203,1.185,130.49517455,H0
ltcusd,2017-01-11,3.9131,3.9443,3.9443,3.9131,10.35213804,V2
etcbtc,2017-01-11,0.0015115999999999999,0.0015115999999999999,0.0015115999999999999,0.0015115999999999999,60.63131904,K1
