filename	date	open	close	high	low	volume	PPO_RESULT
agiusd	2019-03-26	0.05	0.05	0.05	0.05	1113.885	H0
aidbtc	2019-03-26	1.473e-05	1.473e-05	1.473e-05	1.473e-05	642.95	H0
aideth	2019-03-26	0.00047000000000000004	0.00050799	0.00050799	0.00047000000000000004	6487.43058817	H3
aidusd	2019-03-26	0.05175	0.05175	0.05175	0.05175	1760.96684166	H0
atmeth	2019-03-26	5.5e-06	5.51e-06	5.51e-06	5.5e-06	89203.66650248	V3
avtbtc	2019-03-26	6.1e-05	6.1e-05	6.1e-05	6.1e-05	94.86	H3
avteth	2019-03-26	0.001779	0.001779	0.001779	0.001779	15.74363126	K2
avtusd	2019-03-26	0.21746	0.21746	0.21746	0.21746	94.86	H3
babbtc	2019-03-26	0.040382999999999995	0.040382999999999995	0.040382999999999995	0.040382999999999995	0.22	H3
babusd	2019-03-26	161.5	161.14	161.5	161.14	27.5	H3
batbtc	2019-03-26	5.558e-05	5.558e-05	5.558e-05	5.558e-05	250.0	H3
bateth	2019-03-26	0.001643	0.001643	0.001643	0.001643	243.75599999999997	H3
batusd	2019-03-26	0.221	0.221	0.221	0.221	0.84322857	H3
bbnusd	2019-03-26	0.0016899999999999999	0.0016899999999999999	0.0016899999999999999	0.0016899999999999999	11554.0	H3
bciusd	2019-03-26	0.105	0.105	0.105	0.105	500.0	K1
bftbtc	2019-03-26	6.81e-06	6.81e-06	6.81e-06	6.81e-06	4322.75	H3
bfteth	2019-03-26	0.00020446	0.00020446	0.00020446	0.00020446	978.23428711	H3
bftusd	2019-03-26	0.026955	0.026955	0.026955	0.026955	3461.79420796	H3
bntbtc	2019-03-26	0.00015178	0.00015178	0.00015178	0.00015178	113.64558945	V0
bnteth	2019-03-26	0.004644	0.004644	0.004644	0.004644	31.29818562	H3
bsvbtc	2019-03-26	0.016072	0.01612	0.016132	0.016072	57.53679798	K1
bsvusd	2019-03-26	64.461	64.554	64.652	64.461	233.43394297	H0
btceur	2019-03-26	3541.9	3541.9	3541.9	3541.9	0.01	H0
btcgbp	2019-03-26	3010.95257461	3010.95257461	3010.95257461	3010.95257461	0.049	V0
btcjpy	2019-03-26	441620.0	441620.0	441620.0	441620.0	0.39765922	H0
btcusd	2019-03-26	3991.7	3992.7	3992.7	3991.7	1.39437301	H0
btcust	2019-03-26	3944.9	3946.8	3946.8	3944.9	0.14482885	H0
btgbtc	2019-03-26	0.0031083	0.0030951999999999998	0.0031083	0.0030951999999999998	5.56479682	V0
btgusd	2019-03-26	12.394	12.402999999999999	12.402999999999999	12.394	32.25789372	H0
bttbtc	2019-03-26	1.9e-07	1.9e-07	1.9e-07	1.9e-07	326698.76329804	H0
bttusd	2019-03-26	0.00078447	0.00078447	0.00078447	0.00078447	25000.0	H0
clobtc	2019-03-26	9.2e-07	8.9e-07	9.2e-07	8.9e-07	20854.39784947	H0
cnneth	2019-03-26	1.18e-06	1.18e-06	1.18e-06	1.18e-06	145491.05913428	H0
cnnusd	2019-03-26	0.00014853	0.00014853	0.00014853	0.00014853	156247.37237889	H3
ctxusd	2019-03-26	0.27423000000000003	0.27423000000000003	0.27423000000000003	0.27423000000000003	102.0	K3
dadbtc	2019-03-26	9.03e-06	9.03e-06	9.03e-06	9.03e-06	514.3	K2
dadeth	2019-03-26	0.000266	0.000266	0.000266	0.000266	361.551	H3
daibtc	2019-03-26	0.00025	0.00025	0.00025	0.00025	40.0	K1
daieth	2019-03-26	0.0074033	0.0074033	0.0074033	0.0074033	51.0	K2
daiusd	2019-03-26	0.9953	0.9953	0.9953	0.9953	25.445	H0
datbtc	2019-03-26	5.48e-06	5.48e-06	5.48e-06	5.48e-06	1999.08758559	H3
dateth	2019-03-26	0.00016616	0.0001662	0.0001662	0.00016616	3055.0	K3
datusd	2019-03-26	0.022000000000000002	0.022000000000000002	0.022000000000000002	0.022000000000000002	8002.911502	H3
dgbbtc	2019-03-26	3.1e-06	3.12e-06	3.12e-06	3.1e-06	2976.25806451	H0
dgbusd	2019-03-26	0.012841	0.012842	0.012842	0.012841	5000.0	H3
dgxeth	2019-03-26	0.31368	0.31368	0.31368	0.31368	1.0	H0
dgxusd	2019-03-26	42.836999999999996	42.836999999999996	42.836999999999996	42.836999999999996	1.0	K2
drnusd	2019-03-26	0.10899	0.10899	0.10899	0.10899	152.61453092	H0
dshbtc	2019-03-26	0.022376	0.022404	0.022404	0.022371000000000002	8.10531611	V0
dshusd	2019-03-26	89.62200000000001	89.464	89.62200000000001	89.464	15.93188582	H0
dtheth	2019-03-26	6.566e-05	6.6e-05	6.6e-05	6.566e-05	24078.16638214	K2
dthusd	2019-03-26	0.0079991	0.007999	0.0079991	0.007999	6875.0	K2
edobtc	2019-03-26	0.00017408	0.00017408	0.00017408	0.00017408	107.33	H0
edoeth	2019-03-26	0.0050402	0.0050401000000000005	0.0050402	0.0050401000000000005	873.8087714	H0
edousd	2019-03-26	0.69639	0.6990000000000001	0.6990000000000001	0.69639	3020.70029289	H0
elfbtc	2019-03-26	4.385e-05	4.385e-05	4.385e-05	4.385e-05	133.11960571	H0
elfeth	2019-03-26	0.0012829	0.0012825	0.0012829	0.0012825	1553.4513374500002	H0
elfusd	2019-03-26	0.17044	0.17110999999999998	0.17110999999999998	0.16737	851.5024589999999	H0
enjeth	2019-03-26	0.0012395	0.0012395	0.0012395	0.0012395	525.0	V0
enjusd	2019-03-26	0.161	0.161	0.161	0.161	350.0	H0
eosbtc	2019-03-26	0.00094787	0.00094787	0.00094787	0.00094787	106.3451	K2
eoseth	2019-03-26	0.027842000000000002	0.027841	0.027842000000000002	0.027841	50.0	K3
eoseur	2019-03-26	3.3488	3.3488	3.3488	3.3488	352.10867744	K3
eosgbp	2019-03-26	2.8289	2.85240971	2.85502302	2.82754759	1330.27323633	K3
eosjpy	2019-03-26	417.26000051	417.26000051	417.26000051	417.26000051	120.0	K2
eosusd	2019-03-26	3.7767	3.7864	3.7864	3.7766	4465.88073732	K3
etcbtc	2019-03-26	0.0011808	0.0011819	0.0011819	0.0011808	191.47290055	H0
etcusd	2019-03-26	4.7135	4.7154	4.7154	4.7135	66.38433271	H3
ethbtc	2019-03-26	0.033981	0.033947000000000005	0.033981	0.033944	2.19330001	H0
etheur	2019-03-26	120.17765965	120.09	120.17765965	120.08	278.90340234	K1
ethgbp	2019-03-26	102.51	102.48412435	102.51	102.48412435	12.61873372	H0
ethjpy	2019-03-26	14976.0	14965.80744068	14976.0	14965.80744068	67.69421344	K0
ethusd	2019-03-26	135.4	135.4	135.4	135.4	2472.89046827	K1
ethust	2019-03-26	133.25	133.25	133.25	133.25	0.19150503	K2
etpbtc	2019-03-26	0.00016767	0.00016767	0.00016767	0.00016767	1001.1280478	H0
etpeth	2019-03-26	0.0049	0.0049	0.0049	0.0049	28.42806085	H0
