filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-13,614.23,614.23,614.23,614.23,0.38,H0
ethbtc,2016-09-13,0.019479,0.01948,0.01948,0.019479,10.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-13,12.017999999999999,12.017999999999999,12.017999999999999,12.017999999999999,0.05,H0
ltcbtc,2016-09-13,0.00629,0.00629,0.00629,0.00629,0.11038977,K1
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-13,1.2951,1.2951,1.2951,1.2951,0.1,K1
ltcusd,2016-09-13,3.845,3.845,3.845,3.845,87.40503969,K1
etcbtc,2016-09-13,0.0021100000000000003,0.0021100000000000003,0.0021100000000000003,0.0021100000000000003,4.342647,K1
