filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-04-14,1206.7,1206.8,1206.8,1206.7,4.338293,H0
rrtusd,2017-04-14,0.1,0.1,0.1,0.1,291.55744267,K1
ethbtc,2017-04-14,0.040073000000000004,0.040073000000000004,0.040073000000000004,0.040073000000000004,2.9148297000000003,V2
dshbtc,2017-04-14,0.06065,0.060649,0.06065,0.060649,6.065,H0
xmrusd,2017-04-14,21.25,21.25,21.25,21.25,3.23641346,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-04-14,48.5,48.5,48.5,48.5,107.664929,H0
zecusd,2017-04-14,73.101,73.101,73.101,73.101,0.33179737,H0
rrtbtc,2017-04-14,8.204E-5,8.201E-5,8.204E-5,8.201E-5,20.0,K1
zecbtc,2017-04-14,0.060921,0.06092,0.060922000000000004,0.06092,13.01765594,H0
ltcbtc,2017-04-14,0.0098551,0.0098551,0.0098551,0.0098551,0.2,H0
filename,date,open,close,high,low,volume,PPO_RESULT
dshusd,2017-04-14,72.793,72.723,72.793,72.722,3.84940964,H0
xmrbtc,2017-04-14,0.017588,0.017588,0.017588,0.017588,1.75696396,H0
etcusd,2017-04-14,2.6969,2.6969,2.6969,2.6969,100.0,H0
ltcusd,2017-04-14,11.915,11.915,11.915,11.915,6.0,H0
etcbtc,2017-04-14,0.002235,0.002235,0.002235,0.002235,1239.2771970000001,H0
