filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-18,572.22,572.21,572.22,572.21,0.05320329,V2
ethbtc,2016-08-18,0.018725,0.018725,0.018725,0.018725,16.22638956,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-18,10.69,10.69,10.69,10.69,0.12263741,H0
ltcbtc,2016-08-18,0.0062721,0.0062721,0.0062721,0.0062721,0.1739032,K1
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-18,1.68,1.68,1.68,1.68,18.13950056,H0
ltcusd,2016-08-18,3.5907,3.5907,3.5907,3.5907,0.17407728,V2
etcbtc,2016-08-18,0.00293,0.0029203000000000002,0.00293,0.0029203000000000002,21.56571576,K1
