filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-14,642.7,643.0,643.0,642.7,4.79455396,K1
rrtusd,2016-10-14,0.13321,0.13321,0.13321,0.13321,1.04016048,H0
ethbtc,2016-10-14,0.018674,0.018674,0.018674,0.018674,17.9701436,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-14,11.95,11.93,11.95,11.93,165.972,V2
rrtbtc,2016-10-14,2.0171E-4,2.0171E-4,2.0171E-4,2.0171E-4,225.43454754,H0
ltcbtc,2016-10-14,0.006084600000000001,0.006084600000000001,0.006084600000000001,0.006084600000000001,225.29515273,V2
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-14,0.9920899999999999,0.99,0.9920899999999999,0.99,40.666287,H0
ltcusd,2016-10-14,3.9228,3.9228,3.9228,3.9228,0.3004,H0
etcbtc,2016-10-14,0.00155,0.00155,0.00155,0.00155,217.0,K1
