filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-09-01,572.45,572.73,572.73,572.45,4.88676993,K1
ethbtc,2016-09-01,0.020923,0.020923,0.020923,0.020923,0.1,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-09-01,12.067,12.067,12.067,12.067,14.67639775,H0
ltcbtc,2016-09-01,0.0066673,0.0066673,0.0066673,0.0066673,3.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-09-01,1.4511,1.44,1.4511,1.44,4848.454415,V2
ltcusd,2016-09-01,3.8262,3.8262,3.8262,3.8262,0.17256645,K1
etcbtc,2016-09-01,0.00252,0.0025139,0.00252,0.0025139,839.8006254999998,V2
