filename	date	open	close	high	low	volume	PPO_RESULT
btcusd	2017-04-01	1093.2	1093.5	1093.5	1093.1	13.5564256	H0
dshbtc	2017-04-01	0.06219500000000001	0.062194000000000006	0.06219500000000001	0.062194000000000006	10.0	H0
dshusd	2017-04-01	68.226	68.226	68.226	68.226	20.635	H3
etcbtc	2017-04-01	0.0025158000000000003	0.0025158000000000003	0.0025158000000000003	0.0025158000000000003	12.94253	K3
etcusd	2017-04-01	2.742	2.742	2.742	2.742	2000.0	H3
ethbtc	2017-04-01	0.04641	0.04637	0.04641	0.046205	24.536858	H0
ethusd	2017-04-01	50.592	50.592	50.592	50.592	0.16572794	H0
ltcbtc	2017-04-01	0.006901000000000001	0.006929600000000001	0.0069297	0.0069	1057.4952865300004	H3
ltcusd	2017-04-01	7.5874	7.5874	7.5874	7.5874	47.45364	H3
rrtbtc	2017-04-01	7.900000000000001e-05	7.900000000000001e-05	7.900000000000001e-05	7.900000000000001e-05	1000.0	V3
rrtusd	2017-04-01	0.09075	0.09075	0.09075	0.09075	2031.33376185	K1
xmrbtc	2017-04-01	0.019356	0.019358	0.019358	0.019356	38.85960324	H0
xmrusd	2017-04-01	21.46	21.5	21.5	21.46	38.39962045	H0
zecbtc	2017-04-01	0.05671	0.05671	0.05671	0.05671	0.00046293	H0
zecusd	2017-04-01	61.668	61.668	61.668	61.668	0.10149317	H0
