filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-11-17,740.67,740.67,740.67,740.67,0.02,H0
rrtusd,2016-11-17,0.06287999999999999,0.06289,0.06289,0.06287999999999999,1269.16987404,H0
ethbtc,2016-11-17,0.013469,0.013489,0.013489,0.013469,5.66321477,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-11-17,9.9689,9.9689,9.9689,9.9689,2.958585,K1
zecusd,2016-11-17,85.34,85.34,85.34,85.34,0.01086304,H0
zecbtc,2016-11-17,0.11369000000000001,0.11369000000000001,0.11369000000000001,0.11369000000000001,0.01033581,H0
ltcbtc,2016-11-17,0.005268600000000001,0.005268600000000001,0.005268600000000001,0.005268600000000001,3.330578,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-11-17,0.8901,0.8901,0.8901,0.8901,7.069112,H0
ltcusd,2016-11-17,3.8979,3.8979,3.8979,3.8979,43.88633663,K1
etcbtc,2016-11-17,0.0012050000000000001,0.0012050000000000001,0.0012050000000000001,0.0012050000000000001,5.16054393,H0
