filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-16,574.17,574.17,574.17,574.17,0.777,V2
ethbtc,2016-08-16,0.01925,0.01925,0.01925,0.01925,1.31131131,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-16,11.005999999999998,11.022,11.022,11.005999999999998,75.0,H0
ltcbtc,2016-08-16,0.00627,0.00627,0.00627,0.00627,20.07349718,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-16,1.8501,1.8501,1.8501,1.8501,2.477248,H0
ltcusd,2016-08-16,3.6,3.6,3.6,3.6,3.045589,V2
etcbtc,2016-08-16,0.00322,0.00322,0.00322,0.00322,50.0,V2
