filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-21,581.42,581.42,581.42,581.42,0.3,H0
ethbtc,2016-08-21,0.019239,0.019239,0.019239,0.019239,2.86055087,K1
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-21,11.135,11.135,11.135,11.135,3.56,H0
ltcbtc,2016-08-21,0.006228,0.006229,0.006229,0.006228,6.74066828,V2
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-21,1.7132,1.7131,1.7132,1.7131,300.0,V2
ltcusd,2016-08-21,3.6257,3.6246,3.6257,3.6245,100.0,H0
etcbtc,2016-08-21,0.00296,0.00296,0.00296,0.00296,487.00950145,H0
