filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-11-14,707.43,707.43,707.43,707.43,0.296133,H0
rrtusd,2016-11-14,0.06299,0.06299,0.06299,0.06299,0.998,K1
ethbtc,2016-11-14,0.014125,0.014125,0.014125,0.014125,8.117,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-11-14,9.9651,9.9651,9.9651,9.9651,35.0,H0
zecusd,2016-11-14,106.5,106.5,106.5,106.5,0.3,H0
rrtbtc,2016-11-14,8.909999999999998E-5,7.051E-5,8.909999999999998E-5,7.051E-5,266.9498567,H0
zecbtc,2016-11-14,0.14520999999999998,0.14520999999999998,0.14520999999999998,0.14520999999999998,0.01096201,H0
ltcbtc,2016-11-14,0.0054798,0.0054798,0.0054798,0.0054798,10.0,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-11-14,0.8982899999999999,0.8982899999999999,0.8982899999999999,0.8982899999999999,2.81214711,H0
ltcusd,2016-11-14,3.89,3.8997,3.8997,3.89,2.0,V2
etcbtc,2016-11-14,0.0012610999999999998,0.0012610999999999998,0.0012610999999999998,0.0012610999999999998,1.146615,H0
