filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2017-05-12,1735.0,1735.0,1735.0,1735.0,0.41601379,H0
rrtusd,2017-05-12,0.0889,0.088882,0.0889,0.088882,130.2428,H0
ethbtc,2017-05-12,0.050101,0.050101,0.050101,0.050101,2.0103869999999997,H0
dshbtc,2017-05-12,0.050594,0.050594,0.050594,0.050594,0.3663,V2
xmrusd,2017-05-12,29.195,29.180999999999997,29.195,29.021,74.911891,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2017-05-12,86.985,86.985,86.985,86.985,40.6,H0
zecusd,2017-05-12,99.12,99.12,99.12,99.12,0.97238849,H0
rrtbtc,2017-05-12,5.007E-5,5.007E-5,5.007E-5,5.007E-5,5.37803777,H0
zecbtc,2017-05-12,0.056205,0.056205,0.056205,0.056205,0.0152,H0
ltcbtc,2017-05-12,0.01595,0.01601,0.01601,0.015931999999999998,57.97624649,H0
filename,date,open,close,high,low,volume,PPO_RESULT
dshusd,2017-05-12,88.00399999999999,88.001,88.009,88.0,9.125312999999998,H0
xmrbtc,2017-05-12,0.016839,0.016838,0.016839,0.016838,31.47842753,V2
etcusd,2017-05-12,6.1125,6.1184,6.1332,6.1125,100.0,H0
ltcusd,2017-05-12,27.767,27.801,27.801,27.74,49.5054,H0
etcbtc,2017-05-12,0.003522,0.0035263000000000004,0.0035263000000000004,0.003522,637.39717304,H0
