filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-08-12,585.5,585.5,585.5,585.5,0.99773557,V2
ethbtc,2016-08-12,0.02002,0.02002,0.02002,0.02002,217.6406,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-08-12,11.69,11.69,11.69,11.69,10.0,H0
ltcbtc,2016-08-12,0.006275,0.00629,0.00629,0.006275,860.9973743600002,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-08-12,1.84,1.84,1.84,1.84,531.2901291999999,H0
ltcusd,2016-08-12,3.65,3.66,3.66,3.65,180.33877084,V2
etcbtc,2016-08-12,0.00315,0.00315,0.00315,0.00315,1307.883655,H0
