filename,date,open,close,high,low,volume,PPO_RESULT
btcusd,2016-10-19,631.74,631.77,631.77,631.74,3.0,H0
rrtusd,2016-10-19,0.09975,0.09975,0.09975,0.09975,4.0,H0
ethbtc,2016-10-19,0.019044,0.019044,0.019044,0.019044,0.11011011,H0
filename,date,open,close,high,low,volume,PPO_RESULT
ethusd,2016-10-19,11.988,11.988,11.988,11.988,1.0132139999999998,H0
rrtbtc,2016-10-19,1.57E-4,1.57E-4,1.57E-4,1.57E-4,63.49315522,H0
ltcbtc,2016-10-19,0.00602,0.00602,0.00602,0.00602,0.32415462,H0
filename,date,open,close,high,low,volume,PPO_RESULT
etcusd,2016-10-19,1.0514,1.0514,1.0514,1.0514,10.546028999999999,H0
ltcusd,2016-10-19,3.8157,3.8157,3.8157,3.8157,0.1,V2
etcbtc,2016-10-19,0.0016699999999999998,0.0016699999999999998,0.0016699999999999998,0.0016699999999999998,5.525728,H0
